Implementation smell,Namespace,Class,File,Method,Description
Long Statement,SampleETrade,MainWindow,C:\repos\stocksharp_stocksharp\Samples\ETrade\SampleETrade\MainWindow.xaml.cs,ConnectClick,The length of the statement  "						this.GuiAsync(() => MessageBox.Show(this' error.ToString()' LocalizedStrings.Str2956Params.Put(msg.DataType' security))); " is 121.
