Implementation smell,Namespace,Class,File,Method,Description
Long Statement,SampleMicex,App,C:\repos\stocksharp_stocksharp\Samples\Micex\SampleMicex\App.xaml.cs,InitializeComponent,The length of the statement  "            this.DispatcherUnhandledException += new System.Windows.Threading.DispatcherUnhandledExceptionEventHandler(this.ApplicationDispatcherUnhandledException); " is 153.
Long Statement,SampleMicex,MainWindow,C:\repos\stocksharp_stocksharp\Samples\Micex\SampleMicex\MainWindow.xaml.cs,ConnectClick,The length of the statement  "							this.GuiAsync(() => MessageBox.Show(this' error.ToString()' LocalizedStrings.Str2956Params.Put(msg.DataType' security))); " is 121.
Magic Number,SampleMicex,SecuritiesWindow,C:\repos\stocksharp_stocksharp\Samples\Micex\SampleMicex\SecuritiesWindow.xaml.cs,QuotesClick,The following statement contains a magic number: foreach (var security in SecurityPicker.SelectedSecurities)  			{  				var window = _quotesWindows.SafeAdd(security' s =>  				{  					// начинаем получать котировки стакана  					trader.RegisterMarketDepth(security);    					// создаем окно со стаканом  					var wnd = new QuotesWindow  					{  						Title = security.Id + " " + LocalizedStrings.MarketDepth'  						DepthCtrl =  						{  							MaxDepth = MainWindow.Instance.Trader.OrderBookDepth ?? 100  						}  					};  					wnd.MakeHideable();  					return wnd;  				});    				if (window.Visibility == Visibility.Visible)  					window.Hide();  				else  				{  					window.Show();  					window.DepthCtrl.UpdateDepth(trader.GetMarketDepth(security));  				}    				if (!_initialized)  				{  					trader.MarketDepthChanged += TraderOnMarketDepthChanged;  					_initialized = true;  				}  			}
