Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Thinktecture.Samples.Security,WebApiConfig,F:\newReposMay17\IdentityModel_Thinktecture.IdentityModel.45\Samples\Web API Security\Common\Security\WebApiConfig.cs,CreateAuthenticationConfiguration,The length of the statement  "	authentication.AddJsonWebToken (issuer: Constants.IdSrv.IssuerUri' audience: Constants.Audience' signingKey: Constants.IdSrv.SigningKey); " is 137.
Long Statement,Thinktecture.Samples.Security,WebApiConfig,F:\newReposMay17\IdentityModel_Thinktecture.IdentityModel.45\Samples\Web API Security\Common\Security\WebApiConfig.cs,CreateAuthenticationConfiguration,The length of the statement  "	authentication.AddJsonWebToken (issuer: Constants.ACS.IssuerUri' audience: Constants.Audience' signingKey: Constants.ACS.SigningKey' scheme: Constants.ACS.Scheme); " is 163.
Long Statement,Thinktecture.Samples.Security,WebApiConfig,F:\newReposMay17\IdentityModel_Thinktecture.IdentityModel.45\Samples\Web API Security\Common\Security\WebApiConfig.cs,CreateAuthenticationConfiguration,The length of the statement  "	authentication.AddSaml2 (issuerThumbprint: Constants.IdSrv.SigningCertThumbprint' issuerName: Constants.IdSrv.IssuerUri' audienceUri: Constants.Realm' certificateValidator: X509CertificateValidator.None' options: AuthenticationOptions.ForAuthorizationHeader (Constants.IdSrv.SamlScheme)' scheme: AuthenticationScheme.SchemeOnly (Constants.IdSrv.SamlScheme)); " is 358.
