Implementation smell,Namespace,Class,File,Method,Description
Magic Number,SimpleConsoleExample,Program,C:\repos\chaliy_inline_scheduler\src\SimpleConsoleExample\Program.cs,Main,The following statement contains a magic number: for (var i = 0; i < 1000; i++)              {                  var id = "Foo" + i;                  scheduler.Schedule(id' () =>                  {                      return Task.Factory.StartNew(() =>                      {                          Console.WriteLine(id + " Started");                          for (var a = 0; a < 10000 + random.Next(); a++)                          {                              Thread.Sleep(1);                          }                          Console.WriteLine(id + " Completed");                      });                  }' TimeSpan.FromMinutes(3));              }
Magic Number,SimpleConsoleExample,Program,C:\repos\chaliy_inline_scheduler\src\SimpleConsoleExample\Program.cs,Main,The following statement contains a magic number: for (var i = 0; i < 1000; i++)              {                  var id = "Foo" + i;                  scheduler.Schedule(id' () =>                  {                      return Task.Factory.StartNew(() =>                      {                          Console.WriteLine(id + " Started");                          for (var a = 0; a < 10000 + random.Next(); a++)                          {                              Thread.Sleep(1);                          }                          Console.WriteLine(id + " Completed");                      });                  }' TimeSpan.FromMinutes(3));              }
Magic Number,SimpleConsoleExample,Program,C:\repos\chaliy_inline_scheduler\src\SimpleConsoleExample\Program.cs,Main,The following statement contains a magic number: for (var i = 0; i < 1000; i++)              {                  var id = "Foo" + i;                  scheduler.Schedule(id' () =>                  {                      return Task.Factory.StartNew(() =>                      {                          Console.WriteLine(id + " Started");                          for (var a = 0; a < 10000 + random.Next(); a++)                          {                              Thread.Sleep(1);                          }                          Console.WriteLine(id + " Completed");                      });                  }' TimeSpan.FromMinutes(3));              }
