Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Ninject.Extensions.Xml.Processors,BindXmlElementProcessorTest,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\Processors\BindXmlElementProcessorTest.cs,HandleCreatesBindingAndProcessesChildElements,The length of the statement  "                childElementProcessor => childElementProcessor.ProcessAttributes(element' bindingBuilder' new[] { "service"' "to"' "toProvider" }));" is 132.
Long Statement,Ninject.Extensions.Xml.Processors,ChildElementProcessorTest,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\Processors\ChildElementProcessorTest.cs,ProcessAttributesThrowsExceptionIfAnUnknownElementIsFound,The length of the statement  "            processAttributeAction.ShouldThrow<XmlException>().WithMessage("<bind> element contains an unknown element type 'to'.");" is 120.
Long Statement,Ninject.Extensions.Xml.Processors,ChildElementProcessorTest,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\Processors\ChildElementProcessorTest.cs,ProcessAttributesIfNotRequiredProcessorWasNotCalledThenNoExceptionIsThrown,The length of the statement  "            var expectedAttributeData = givenAttributeData.Union(new List<AttributeData> { new AttributeData("notrequired"' "1") });" is 120.
Long Statement,Ninject.Extensions.Xml.Processors,ChildElementProcessorTest,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\Processors\ChildElementProcessorTest.cs,ProcessAttributesExcludedAttributesAreNotProcessed,The length of the statement  "                .Verify(p => p.Process(It.IsAny<string>()' It.IsAny<IOwnXmlNodeProcessor>()' It.IsAny<IBindingConfigurationSyntax<object>>())' Times.Never());" is 142.
Long Statement,Ninject.Extensions.Xml.Processors,ChildElementProcessorTest,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\Processors\ChildElementProcessorTest.cs,AssertAllElementProcessorsCalled,The length of the statement  "                processor.Processor.Verify(p => p.Process(It.Is<XElement>(e => e.Name == processor.ExpectedElement.Name)' this.ownerMock.Object' this.syntax));" is 143.
Long Statement,Ninject.Extensions.Xml.Processors,ChildElementProcessorTest,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\Processors\ChildElementProcessorTest.cs,CreateProcessors,The length of the statement  "            return attributeData.Select(d => new AttributeProcessorData(this.AddAttributeProcessor(d.Tag' true)' d.Value)).ToList();" is 120.
Long Statement,Ninject.Extensions.Xml.Processors,ProcessorTestsBase<TTestee>,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\Processors\ProcessorTestsBase.cs,ProcessorAppliesNotToOwnersThatHaveNoHasScopeTag,The length of the statement  "            var unexpectedTags = new List<string> { Tags.Binding' Tags.HasCondition' Tags.HasMetadata' Tags.HasName' Tags.HasScope };" is 121.
Long Statement,Ninject.Extensions.Xml.Processors,ScopeXmlAttributeProcessorTests,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\Processors\ScopeXmlAttributeProcessorTests.cs,HandlingOfAScopeIsForwardedtoAppropriateHandler,The length of the statement  "            var testee = CreateTestee(CreateScopeHandler("SomeScope")' scopeHandlerMock.Object' CreateScopeHandler("AnotherScope"));" is 120.
Long Statement,Ninject.Extensions.Xml.Processors,ScopeXmlAttributeProcessorTests,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\Processors\ScopeXmlAttributeProcessorTests.cs,IfScopeIsUnknownThenConfigurationErrorsExceptionIsThrown,The length of the statement  "            exception.Message.Should().Be("The 'owner' element has an unknown value 'UnknownScope' for its 'scope' attribute. Valid values are SomeScope and AnotherScope.");" is 161.
Magic Number,Ninject.Extensions.Xml.Extensions,ExtensionsForDictionaryTests,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\Extensions\ExtensionsForDictionaryTests.cs,IfKeyExistsTheVauleIsRetuned,The following statement contains a magic number: const int Value = 834;
Magic Number,Ninject.Extensions.Xml,WhenLoadIsCalled,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\XmlModuleLoaderPluginTest.cs,CanActivateServicesDefinedInModules,The following statement contains a magic number: weapons.Count.Should().Be(5);
Magic Number,Ninject.Extensions.Xml,WhenLoadIsCalled,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\XmlModuleLoaderPluginTest.cs,CanActivateServiceByMetadata,The following statement contains a magic number: ironWeapons.Count.Should().Be(2);
Magic Number,Ninject.Extensions.Xml.XmlModuleTests,WhenLoadIsCalledForBasicModule,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\XmlModuleTests\WhenLoadIsCalledForBasicModule.cs,ModuleLoadsBindings,The following statement contains a magic number: bindings.Count.Should().Be(2);
Magic Number,Ninject.Extensions.Xml.XmlModuleTests,WhenLoadIsCalledForModuleWithBindingMetadata,C:\research\architectureSmells\repos\ninject_ninject.extensions.xml\src\Ninject.Extensions.Xml.Test\XmlModuleTests\WhenLoadIsCalledForModuleWithBindingMetadata.cs,ModuleLoadsBindingMetadata,The following statement contains a magic number: bindings.Count.Should().Be(2);
