Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Nancy.Hosting.Aspnet,DefaultNancyAspNetBootstrapper,C:\repos\NancyFx_Nancy\src\Nancy.Hosting.Aspnet\DefaultNancyAspNetBootstrapper.cs,RegisterCollectionTypes,The length of the statement  "                        container.RegisterMultiple(collectionTypeRegistration.RegistrationType' collectionTypeRegistration.ImplementationTypes).AsMultiInstance(); " is 138.
Long Statement,Nancy.Hosting.Aspnet,DefaultNancyAspNetBootstrapper,C:\repos\NancyFx_Nancy\src\Nancy.Hosting.Aspnet\DefaultNancyAspNetBootstrapper.cs,RegisterCollectionTypes,The length of the statement  "                        container.RegisterMultiple(collectionTypeRegistration.RegistrationType' collectionTypeRegistration.ImplementationTypes).AsSingleton(); " is 134.
Long Statement,Nancy.Hosting.Aspnet,DefaultNancyAspNetBootstrapper,C:\repos\NancyFx_Nancy\src\Nancy.Hosting.Aspnet\DefaultNancyAspNetBootstrapper.cs,RegisterCollectionTypes,The length of the statement  "                        container.RegisterMultiple(collectionTypeRegistration.RegistrationType' collectionTypeRegistration.ImplementationTypes).AsPerRequestSingleton(); " is 144.
Long Statement,Nancy.Hosting.Aspnet,DefaultNancyAspNetBootstrapper,C:\repos\NancyFx_Nancy\src\Nancy.Hosting.Aspnet\DefaultNancyAspNetBootstrapper.cs,RegisterModules,The length of the statement  "                container.Register(typeof(INancyModule)' registrationType.ModuleType' registrationType.ModuleType.FullName).AsPerRequestSingleton(); " is 132.
Long Statement,Nancy.Hosting.Aspnet,NancyHandler,C:\repos\NancyFx_Nancy\src\Nancy.Hosting.Aspnet\NancyHandler.cs,CreateNancyRequest,The length of the statement  "                body = RequestStream.FromStream(context.Request.InputStream' expectedRequestLength' StaticConfiguration.DisableRequestStreamSwitching ?? true); " is 143.
Long Statement,Nancy.Hosting.Aspnet,NancyHttpRequestHandler,C:\repos\NancyFx_Nancy\src\Nancy.Hosting.Aspnet\NancyHttpRequestHandler.cs,GetConfiguredBootstrapperEntry,The length of the statement  "                throw new BootstrapperException("The 'type' attribute of the 'bootstrapper' element under the 'nancyFx' config section is empty. Please specify the full type name."); " is 166.
Long Statement,Nancy.Hosting.Aspnet,NancyHttpRequestHandler,C:\repos\NancyFx_Nancy\src\Nancy.Hosting.Aspnet\NancyHttpRequestHandler.cs,GetConfiguredBootstrapperEntry,The length of the statement  "                throw new BootstrapperException("The 'assembly' attribute of the 'bootstrapper' element under the 'nancyFx' config section is empty. Please specify the full assembly name."); " is 174.
Long Statement,Nancy.Hosting.Aspnet,TinyIoCAspNetExtensions,C:\repos\NancyFx_Nancy\src\Nancy.Hosting.Aspnet\TinyIoCAspNetExtensions.cs,AsPerRequestSingleton,The length of the statement  "            return TinyIoCContainer.RegisterOptions.ToCustomLifetimeManager(registerOptions' new HttpContextLifetimeProvider()' "per request singleton"); " is 141.
Long Statement,Nancy.Hosting.Aspnet,TinyIoCAspNetExtensions,C:\repos\NancyFx_Nancy\src\Nancy.Hosting.Aspnet\TinyIoCAspNetExtensions.cs,AsPerRequestSingleton,The length of the statement  "            return TinyIoCContainer.MultiRegisterOptions.ToCustomLifetimeManager(registerOptions' new HttpContextLifetimeProvider()' "per request singleton"); " is 146.
