Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Microsoft.Extensions.DependencyInjection,FluentEmailRazorBuilderExtensions,D:\research\architectureSmells\repos\lukencode_FluentEmail\src\Renderers\FluentEmail.Razor\FluentEmailRazorBuilderExtensions.cs,AddRazorRenderer,The length of the statement  "            builder.Services.TryAdd(ServiceDescriptor.Singleton<ITemplateRenderer' RazorRenderer>(sp => new RazorRenderer(templateRootFolder))); " is 132.
Long Statement,Microsoft.Extensions.DependencyInjection,FluentEmailRazorBuilderExtensions,D:\research\architectureSmells\repos\lukencode_FluentEmail\src\Renderers\FluentEmail.Razor\FluentEmailRazorBuilderExtensions.cs,AddRazorRenderer,The length of the statement  "		    builder.Services.TryAdd(ServiceDescriptor.Singleton<ITemplateRenderer' RazorRenderer>(sp => new RazorRenderer( embeddedResourceRootType))); " is 139.
Long Statement,Microsoft.Extensions.DependencyInjection,FluentEmailRazorBuilderExtensions,D:\research\architectureSmells\repos\lukencode_FluentEmail\src\Renderers\FluentEmail.Razor\FluentEmailRazorBuilderExtensions.cs,AddRazorRenderer,The length of the statement  "		    builder.Services.TryAdd(ServiceDescriptor.Singleton<ITemplateRenderer' RazorRenderer>(sp => new RazorRenderer(razorLightProject))); " is 131.
