Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Castle.Services.Logging.Log4netIntegration,Log4netLogger,F:\newReposMay17\castleproject_Core\src\Castle.Services.Logging.log4netIntegration\Log4netLogger.cs,DebugFormat,The length of the statement  "		Logger.Log (declaringType' Level.Debug' new SystemStringFormat (CultureInfo.InvariantCulture' format' args)' exception); " is 120.
Long Statement,Castle.Services.Logging.Log4netIntegration,Log4netLogger,F:\newReposMay17\castleproject_Core\src\Castle.Services.Logging.log4netIntegration\Log4netLogger.cs,ErrorFormat,The length of the statement  "		Logger.Log (declaringType' Level.Error' new SystemStringFormat (CultureInfo.InvariantCulture' format' args)' exception); " is 120.
Long Statement,Castle.Services.Logging.Log4netIntegration,Log4netLogger,F:\newReposMay17\castleproject_Core\src\Castle.Services.Logging.log4netIntegration\Log4netLogger.cs,FatalFormat,The length of the statement  "		Logger.Log (declaringType' Level.Fatal' new SystemStringFormat (CultureInfo.InvariantCulture' format' args)' exception); " is 120.
