Architecture smell,Project,Namespace,Cause
Cyclic Dependency,Castle.Core,Castle.DynamicProxy.Generators.Emitters.SimpleAST,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Castle.DynamicProxy.Generators.Emitters.SimpleAST' Castle.DynamicProxy.Generators.Emitters
Unstable Dependency,Castle.Core,Castle.DynamicProxy,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Castle.DynamicProxy.Internal' Castle.DynamicProxy.Generators' Castle.Core.Internal
Unstable Dependency,Castle.Core,Castle.DynamicProxy.Generators.Emitters.SimpleAST,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Castle.DynamicProxy.Tokens
Unstable Dependency,Castle.Core,Castle.DynamicProxy.Internal,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Castle.DynamicProxy.Generators
Unstable Dependency,Castle.Core,Castle.DynamicProxy.Generators,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Castle.DynamicProxy.Contributors' Castle.DynamicProxy.Generators.Emitters.CodeBuilders
Unstable Dependency,Castle.Core,Castle.DynamicProxy.Generators.Emitters,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Castle.DynamicProxy.Generators.Emitters.SimpleAST' Castle.DynamicProxy' Castle.DynamicProxy.Internal' Castle.DynamicProxy.Generators.Emitters.CodeBuilders
Unstable Dependency,Castle.Core,Castle.DynamicProxy.Tokens,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Castle.DynamicProxy.Internal
God Component,Castle.Core,Castle.Components.DictionaryAdapter,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 79
God Component,Castle.Core,Castle.DynamicProxy.Generators.Emitters.SimpleAST,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 42
God Component,Castle.Core,Castle.DynamicProxy.Generators,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 30
Feature Concentration,Castle.Core,Castle.Core.Internal,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CollectionExtensions]' [InterfaceAttributeUtil]' [TypeExtensions]' [WeakKey' WeakKeyComparer]' [WeakKeyDictionary]' [InternalsVisible]' [AttributesUtil]' [ILockHolder' IUpgradeableLockHolder' NoOpLock' NoOpUpgradeableLock' SlimReadWriteLock' Lock' SlimReadLockHolder' SlimUpgradeableReadLockHolder' SlimWriteLockHolder]. LCC (Lack of Component Cohesion) = 0.47
Feature Concentration,Castle.Core,Castle.DynamicProxy,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExceptionMessageBuilder' DefaultProxyBuilder' IProxyBuilder' ModuleScope' ProxyGenerationOptions' ProxyGenerator' IInterceptorSelector' IInterceptor' IInvocation' StandardInterceptor' AbstractInvocation' AllMethodsHook' IProxyGenerationHook' CustomAttributeInfo' IProxyGenerator' MixinData]' [InvalidProxyConstructorArgumentsException]' [ProxyUtil' IProxyTargetAccessor]' [InvalidMixinConfigurationException]' [ProxyGenerationException]' [IChangeProxyTarget]. LCC (Lack of Component Cohesion) = 0.27
Feature Concentration,Castle.Core,Castle.Core,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ReferenceEqualityComparer]' [IServiceProviderExAccessor' IServiceProviderEx]' [IServiceEnabledComponent]' [Pair]' [ProxyServices]' [ReflectionBasedDictionaryAdapter]' [StringObjectDictionaryAdapter]. LCC (Lack of Component Cohesion) = 0.88
Feature Concentration,Castle.Core,Castle.DynamicProxy.Internal,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CompositionInvocation]' [TypeUtil]' [AttributeUtil]' [InheritanceInvocation]' [InternalsUtil]' [InvocationHelper]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,Castle.Core,Castle.DynamicProxy.Tokens,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DelegateMethods]' [InterceptorSelectorMethods]' [InvocationMethods]' [MethodBaseMethods]' [TypeMethods]' [TypeUtilMethods]. LCC (Lack of Component Cohesion) = 1
Scattered Functionality,Castle.Core,Castle.DynamicProxy.Contributors,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Castle.DynamicProxy' Castle.DynamicProxy.Generators.Emitters
Scattered Functionality,Castle.Core,Castle.DynamicProxy.Generators,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Castle.DynamicProxy.Contributors' Castle.DynamicProxy
