Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
SummationOfPrimes,0,3,0,0,2,42,9,0,0,0,0,1
LargestProductInAGrid,0,3,0,0,1,72,11,0,0,0,0,1
HighlyDivisibleTriangularNumber,0,3,0,0,1,39,9,0,0,0,0,1
LargeSum,1,2,0,0,1,23,3,0,0,0,0,1
LongestCollatzSequence,0,2,0,0,1,47,7,0,0,0,0,1
LatticePaths,1,2,0,0,1,36,6,0,0,0,0,1
CountingSundays,0,1,0,0,1,25,4,0,0,0,0,1
EvenFibonacci,0,2,0,0,1,30,6,0,0,0,0,1
MultiplesOf3or5,0,2,0,0,2,19,5,0,0,0,0,1
FactorLargePrime,1,2,0,0,1,31,7,0,0,0,1,1
LargestPalindromeProduct,0,2,0,0,1,45,8,0,0,0,0,1
SmallestMultiple,0,2,0,0,2,45,7,0,0,0,1,1
SumSquareDifference,0,1,0,0,1,21,2,0,0,0,0,1
TenThousandFirstPrime,0,1,0,0,1,14,3,0,0,0,1,1
LargestProductInSeries,1,2,0,0,2,23,6,0,0,0,0,1
SpecialPythagoreanTriplet,0,1,0,0,1,29,4,0,0,0,0,1
Start,0,1,0,0,0,58,48,0,0,0,16,0
Utils,0,2,0,0,1,36,7,0,0,0,0,3
