Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MvcTurbine.Autofac,AutofacServiceLocator,F:\newReposMay17\lozanotek_mvcturbine\src\Engine\MvcTurbine.Autofac\AutofacServiceLocator.cs,Register,The length of the statement  "		container.ComponentRegistry.Register (RegistrationBuilder.ForType<Implementation> ().As<Interface> ().CreateRegistration ()); " is 125.
Long Statement,MvcTurbine.Autofac,AutofacServiceLocator,F:\newReposMay17\lozanotek_mvcturbine\src\Engine\MvcTurbine.Autofac\AutofacServiceLocator.cs,Register,The length of the statement  "		container.ComponentRegistry.Register (RegistrationBuilder.ForType<Implementation> ().Named<Interface> (key).CreateRegistration ()); " is 131.
