Architecture smell,Project,Namespace,Cause
Unstable Dependency,Glimpse.Core.Net40,Glimpse.Core,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Glimpse.Core.Framework' Glimpse.Core.Tab.Assist
Unstable Dependency,Glimpse.Core.Net40,Glimpse.Core.Extensibility,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Glimpse.Core' Glimpse.Core.Configuration' Glimpse.Core.Framework' Glimpse
Unstable Dependency,Glimpse.Core.Net40,Glimpse.Core.Framework,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Glimpse.Core.Resource
Unstable Dependency,Glimpse.Core.Net40,Glimpse.Core.Message,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Glimpse.Core.Extensibility
Unstable Dependency,Glimpse.Core.Net40,Glimpse.Core.ResourceResult,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Glimpse.Core.Framework' Glimpse.Core.Extensibility
Unstable Dependency,Glimpse.Core.Net40,Glimpse.Core.Support,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Glimpse.Core.Framework
God Component,Glimpse.Core.Net40,Glimpse.Core.Extensibility,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 70
Feature Concentration,Glimpse.Core.Net40,Glimpse.Core.Extensibility,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AlternateMethod' IAlternateMethod' IAlternateMethodContext' IContext' IExecutionTimer' IInspectorContext' ILogger' IMessageBroker' InspectorContext' IProxyFactory' IResourceContext' IResourceResultContext' IRuntimePolicyContext' ISerializer' ITabContext' ITabSetupContext' JsonNetSerializer' LoggerBase' MessageBroker' NLogLogger' NullLogger' ResourceContext' ResourceResultContext' ResourceResultDecorator' RuntimePolicy' RuntimePolicyContext' Subscriber' TabContext' TabSetupContext' TimerResult' AlternateType' IAlternateType' AlternateTypeGenerationHook' AlternateTypeSelector' AlternateTypeToCastleInterceptorAdapter' CastleInvocationToAlternateMethodContextAdapter' AntiXssEncoder' IHtmlEncoder' DictionaryDataStoreAdapter' IDataStore' ExecutionTimer' IInspector' IPrivilegedResource' IResource' ResourceParameterMetadata' IResourceResult' IRuntimePolicy' ISerializationConverter' JsonNetSerializationConverterAdapter' SerializationConverter' ITabSetup' IWrapper' ResourceParameter]' [IClientScript' IDynamicClientScript' IStaticClientScript' ScriptOrder]' [IConfigurable]' [IDependOnResources]' [IDisplay]' [IDocumentation]' [IKey]' [ILayoutControl]' [IParameterValueProvider]' [ITab' TabBase]' [ITabLayout]' [JsonNetConverterDictionaryKeysAreNotPropertyNames]' [NuGetPackageAttribute]' [RuntimeEvent]. LCC (Lack of Component Cohesion) = 0.2
Feature Concentration,Glimpse.Core.Net40,Glimpse.Core.Extensions,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AlternateMethodContextExtensions]' [DataStoreExtensions]' [DictionaryExtensions]' [EnumExtensions]' [NameValueCollectionExtension]' [ObjectExtensions]' [TabContextExtensions]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,Glimpse.Core.Net40,Glimpse.Core.Message,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [IMessage' ITimedMessage' ITimelineMessage' MessageBase' TimelineCategoryItem' TimelineMessageExtension' TimelineCategory]' [ISourceMessage]' [SourceMessageExtension]' [TimedMessageExtension]' [ITraceMessage' TraceMessage]. LCC (Lack of Component Cohesion) = 0.42
