Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Form1,7,14,0,1,4,273,47,0,0,0.85,6,2
Form2,3,3,0,0,1,27,5,0,0,0.22,2,1
ImageTextComparer,1,1,0,0,1,12,1,0,0,1,1,1
ListViewColumnSorter,4,1,2,0,1,38,2,0,0,1,2,1
NumberCaseInsensitiveComparer,0,2,0,0,1,14,2,0,0,0,0,2
Player,1,7,4,1,7,58,8,0,0,0,0,3
Program,0,1,0,0,0,13,1,0,0,0,1,0
Server,1,13,9,1,11,207,27,0,0,0,2,3
ServerPlayer,2,4,0,2,4,23,4,0,0,0.12,2,2
ServerVar,1,7,2,1,7,45,7,0,0,0,1,2
Resources,2,1,3,0,0,54,1,0,0,0,0,0
Settings,1,0,1,0,0,11,0,0,0,0,0,0
