Method,LOC,CC,PC
Fourier:testFFT,24,3,0
Fourier:FFT,30,3,2
Fourier:savePtrImg,5,1,2
Fourier:Fft2Shift,84,5,2
ResolutionEstimate:Ceptrum,4,1,0
CommonMath:rorateFormula,17,1,4
ClassifierTrain:ClassifierTrain,3,1,0
ClassifierTrain:ClassifierTrain,3,1,1
ClassifierTrain:Retrain,3,1,0
ClassifierTrain:Retrain,3,1,1
ClassifierTrain:Recognise,32,6,2
ClassifierTrain:Save_Eigen_Recogniser,19,4,1
ClassifierTrain:Load_Eigen_Recogniser,48,20,1
ClassifierTrain:Dispose,7,1,0
ClassifierTrain:LoadTrainingData,90,22,1
FaceTracking:FaceTracking,7,2,0
FaceTracking:Start,4,1,1
FaceTracking:Start,5,1,1
FaceTracking:startTracking,21,6,0
FaceTracking:doingTrack,10,2,0
FaceTracking:prepareTrack,16,6,0
FaceTracking:DrawFaces,13,5,0
FaceTracking:singleAngle,3,1,0
FaceTracking:multiAngle,8,1,1
FaceTracking:rotateDetection,15,3,1
FaceTracking:saveImg,18,3,1
FaceTracking:GetFaces,29,1,4
Recogniser:Dispose,6,1,0
Recogniser:LoadData_G,64,22,0
Recogniser:LoadData_U,72,23,1
Recogniser:Recognise_G,36,7,3
Recogniser:Recognise_U,35,6,4
Train:saveTrained,18,4,1
Train:saving_trained,68,10,2
MainForm:MainForm,3,1,0
MainForm:MainForm_Load,3,1,2
MainForm:btn_check_Click,4,1,2
MainForm:uploadPicToolStripMenuItem_Click,12,3,2
MainForm:onlineToolStripMenuItem_Click,4,1,2
MainForm:eigneRecogniserToolStripMenuItem_Click,5,1,2
MainForm:btn_saveTrained_Click,4,1,2
MainForm:parrellelToolStripMenuItem_Click,5,1,2
MainForm:start_capture,12,2,0
MainForm:StopTracking,12,3,0
MainForm:FrameGrabber_Parrellel,28,4,2
MainForm:trackVideoToolStripMenuItem_Click,5,1,2
Program:Main,5,1,0
VideoForm:VideoForm,3,1,0
VideoForm:btnOpen_Click,19,2,2
VideoForm:btnStartStop_Click,6,2,2
VideoForm:videoPalyerThread,15,4,0
VideoForm:faceProcess,23,3,0
VideoForm:VideoForm_Load,3,1,2
VideoForm:VideoForm_FormClosing,8,3,2
VideoForm:btn_searchAll_Click,15,4,2
VideoForm:threadPool,5,2,0
VideoForm:trackFace,24,7,1
VideoForm:showItems,3,1,1
VideoForm:trackProcess,28,4,4
Resources:Resources,2,1,0
