Implementation smell,Namespace,Class,File,Method,Description
Missing Default,Acr.MvvmCross.Plugins.Network.Touch,TouchNetworkService,D:\research\architectureSmells\repos\aritchie_acrmvvmcross\Acr.MvvmCross.Plugins.Network.Touch\TouchNetworkService.cs,SetInfo,The following switch statement is missing a default case: switch (Reachability.InternetConnectionStatus()) {  				case NetworkStatus.NotReachable:                      this.SetStatus(false' false' false' fireEvent);                      break;    				case NetworkStatus.ReachableViaCarrierDataNetwork:                      this.SetStatus(true' false' true' fireEvent);                      break;    				case NetworkStatus.ReachableViaWiFiNetwork:                      this.SetStatus(true' false' true' fireEvent);  					break;  			}
