Implementation smell,Namespace,Class,File,Method,Description
Long Statement,DatabaseMigration,Program,C:\repos\Shuffzord_TypeFine\DatabaseMigration\Program.cs,MainRun,The length of the statement  "	var upgraderBuilder = DeployChanges.To.SqlDatabase (connectionString).WithVariablesEnabled ().WithVariable ("DatabaseName"' databaseName).WithScriptsEmbeddedInAssembly (Assembly.GetExecutingAssembly ()' ScriptFilter).LogToConsole ().WithTransactionPerScript ().LogScriptOutput (); " is 280.
Long Statement,DatabaseMigration,Program,C:\repos\Shuffzord_TypeFine\DatabaseMigration\Program.cs,MainRun,The length of the statement  "	upgraderBuilder.Configure (c => c.ScriptExecutor.ExecutionTimeoutSeconds = int.Parse (ConfigurationManager.AppSettings ["CommandTimeoutSeconds"])); " is 147.
Long Statement,DatabaseMigration,Program,C:\repos\Shuffzord_TypeFine\DatabaseMigration\Program.cs,CreateDatabaseIfNotExists,The length of the statement  "	var upgraderBuilder = DeployChanges.To.SqlDatabase (csBuilder.ConnectionString).JournalTo (new EmptyJournal ()).WithVariablesEnabled ().WithVariable ("DatabaseName"' applicationDatabaseName).WithScriptsEmbeddedInAssembly (Assembly.GetExecutingAssembly ()' ScriptFilterDbCreate).LogToConsole ().WithoutTransaction ().LogScriptOutput (); " is 335.
Magic Number,DatabaseMigration,Program,C:\repos\Shuffzord_TypeFine\DatabaseMigration\Program.cs,MainRun,The following statement contains a magic number: if (!databaseOk)  	return 2;  
Magic Number,DatabaseMigration,Program,C:\repos\Shuffzord_TypeFine\DatabaseMigration\Program.cs,MainRun,The following statement contains a magic number: return 2;  
