Implementation smell,Namespace,Class,File,Method,Description
Long Identifier,Scratch,IncrementingMinorVersionTests,C:\repos\daffers_version-keeper\Version Keeper\Scratch\IncrementingMinorVersionTests.cs,ConfigureVersionKeeperWithApplicationState,The length of the parameter versionApplicationStateStoreMock is 32.
Long Identifier,Scratch,RecordingBuildsForANewApplication,C:\repos\daffers_version-keeper\Version Keeper\Scratch\RecordingBuildsForANewApplication.cs,BuildNumberReflectsTheNumberOfRecordedBuildsForAVersionControlIdentifer,The length of the parameter versionControlChangeIdentifier is 30.
Long Identifier,Scratch,RecordingBuildsForANewApplication,C:\repos\daffers_version-keeper\Version Keeper\Scratch\RecordingBuildsForANewApplication.cs,VersionNumberIncrementedCorrectlyAccrossInstancesOfVersionKeeper,The length of the parameter firstInstanceOfApplicationVersionKeeper is 39.
Long Statement,Scratch,AddingAnApplicationTests,C:\repos\daffers_version-keeper\Version Keeper\Scratch\AddingAnApplicationTests.cs,AVersionedApplicationIsReturedWhenCreated,The length of the statement  "	VersionedApplication versionedApplication = classUnderTest.AddVersionedApplication ("TestApplication"' "Application Description"); " is 130.
Long Statement,Scratch,VersionKeeperWebApiFeature,C:\repos\daffers_version-keeper\Version Keeper\Scratch\ApiTests.feature.cs,FeatureSetup,The length of the statement  "	TechTalk.SpecFlow.FeatureInfo featureInfo = new TechTalk.SpecFlow.FeatureInfo (new System.Globalization.CultureInfo ("en-US")' "Version Keeper WebApi"' "In order to be able to version my application or packages\r\nAs a programmer\r\nI wan" + "t to be able to manage my application version numbers in a web service"' ProgrammingLanguage.CSharp' ((string[])(null))); " is 364.
Long Statement,Scratch,VersionKeeperWebApiFeature,C:\repos\daffers_version-keeper\Version Keeper\Scratch\ApiTests.feature.cs,GetTheRoot,The length of the statement  "	testRunner.When ("When i navigate to the root of the api"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 121.
Long Statement,Scratch,VersionKeeperWebApiFeature,C:\repos\daffers_version-keeper\Version Keeper\Scratch\ApiTests.feature.cs,GetTheRoot,The length of the statement  "	testRunner.Then ("i should see the link allowing me to create an application"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 141.
Long Statement,Scratch,VersionKeeperWebApiFeature,C:\repos\daffers_version-keeper\Version Keeper\Scratch\ApiTests.feature.cs,GetTheRoot,The length of the statement  "	testRunner.And ("i should see the link allowing me to retrieve an application"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 141.
Long Statement,Scratch,VersionKeeperWebApiFeature,C:\repos\daffers_version-keeper\Version Keeper\Scratch\ApiTests.feature.cs,CreateAnApplication,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Create an application"' ((string[])(null))); " is 127.
Long Statement,Scratch,VersionKeeperWebApiFeature,C:\repos\daffers_version-keeper\Version Keeper\Scratch\ApiTests.feature.cs,CreateAnApplication,The length of the statement  "	testRunner.When ("I POST details of an application to the correct URL"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 134.
Long Statement,Scratch,VersionKeeperWebApiFeature,C:\repos\daffers_version-keeper\Version Keeper\Scratch\ApiTests.feature.cs,CreateAnApplication,The length of the statement  "	testRunner.Then ("A an application with the same details appears in the storage area"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 149.
Long Statement,Scratch,VersionKeeperWebApiFeature,C:\repos\daffers_version-keeper\Version Keeper\Scratch\ApiTests.feature.cs,CreateAnApplication,The length of the statement  "	testRunner.And ("The result view i see is the full application details"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 134.
Long Statement,Scratch,VersionKeeperWebApiFeature,C:\repos\daffers_version-keeper\Version Keeper\Scratch\ApiTests.feature.cs,CreateAnApplication,The length of the statement  "	testRunner.And ("i see all the links for modifying the application"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 130.
Long Statement,Scratch,RecordingBuildsForANewApplication,C:\repos\daffers_version-keeper\Version Keeper\Scratch\RecordingBuildsForANewApplication.cs,VersionNumberIncrementedCorrectlyAccrossInstancesOfVersionKeeper,The length of the statement  "	ApplicationVersionKeeper firstInstanceOfApplicationVersionKeeper = BuildUpClassWithNewApplication (applicationName' stateStore); " is 128.
Long Statement,Scratch,VersioningApplicationTests,C:\repos\daffers_version-keeper\Version Keeper\Scratch\VersioningApplicationTests.cs,CanCreateAnApplicationAtASpecificVersion,The length of the statement  "	VersionedApplication application = classUnderTest.AddVersionedApplication ("name"' "desc"' SemVersion.Parse (setVersion)); " is 122.
