Project,Namespace,Ca types,Ce types
SirenOfShame.Lib,SirenOfShame.Lib.Achievements,SirenOfShame.Lib.Settings.PersonSetting,SirenOfShame.Lib.Settings.AchievementEnum' SirenOfShame.Lib.Settings.PersonSetting' SirenOfShame.Lib.Watcher.BuildStatus' SirenOfShame.Lib.Watcher.BuildStatusEnum' SirenOfShame.Lib.MyLogManager' SirenOfShame.Lib.Settings.SirenOfShameSettings
SirenOfShame.Lib,SirenOfShame.Lib,SirenOfShame.Lib.Watcher.WatcherBase' SirenOfShame.Lib.Settings.CiEntryPointSetting' SirenOfShame.Lib.Settings.SirenOfShameSettings' SirenOfShame.Lib.StatCalculators.MaxBuildsInOneDay' SirenOfShame.Lib.StatCalculators.BackToBackBuilds' SirenOfShame.Lib.Services.ActiveDirectoryService' SirenOfShame.Lib.StatCalculators.BuildRatio' SirenOfShame.Lib.Helpers.ControlHelpers' SirenOfShame.Lib.Device.SirenOfShameDevice' SirenOfShame.Lib.Helpers.ThreeStateTreeView' SirenOfShame.Lib.Watcher.NewAlertEventArgs' SirenOfShame.Lib.Watcher.BuildStatus' SirenOfShame.Lib.Watcher.NewNewsItemEventArgs' SirenOfShame.Lib.Watcher.SosDb' SirenOfShame.Lib.Services.SoundService' SirenOfShame.Lib.Watcher.RulesEngine' SirenOfShame.Lib.Watcher.WebClientXml' SirenOfShame.Lib.Helpers.IocContainer' SirenOfShame.Lib.Services.AudioFileService' SirenOfShame.Lib.Achievements.ReputationRebound' SirenOfShame.Lib.Services.GravatarService' SirenOfShame.Lib.Services.ReputationResetService' SirenOfShame.Lib.Achievements.Macgyver,SirenOfShame.Lib.Services.AudioFileService' SirenOfShame.Lib.Services.LedFileService' SirenOfShame.Lib.Settings.AudioPatternSetting' SirenOfShame.Lib.Settings.LedPatternSetting' SirenOfShame.Lib.Settings.SirenOfShameSettings' SirenOfShame.Lib.Device.ManualControlData' SirenOfShame.Lib.Device.ISirenOfShameDevice' SirenOfShame.Lib.Device.SdCardFileSystem.UploadAudioPatternStream' SirenOfShame.Lib.Device.SdCardFileSystem.UploadAudioPattern' SirenOfShame.Lib.Device.SdCardFileSystem.UploadLedPattern' SirenOfShame.FormBase' SirenOfShame.Lib.Helpers.ControlHelpers' SirenOfShame.Lib.Helpers.IocContainer' SirenOfShame.Lib.Settings.CiEntryPointSetting' SirenOfShame.Lib.ServerConfiguration.ConfigureServerBase' SirenOfShame.Lib.Watcher.WatcherBase' SirenOfShame.Lib.Helpers.ArrayHelpers' SirenOfShame.Lib.Device.SirenOfShameDevice
SirenOfShame.Lib,SirenOfShame.Lib.Dto,SirenOfShame.Lib.Watcher.RulesEngine' SirenOfShame.Lib.Settings.SirenOfShameSettings,SirenOfShame.Lib.Settings.AchievementSetting' SirenOfShame.Lib.Settings.PersonSetting
SirenOfShame.Lib,SirenOfShame.Lib.Exceptions,SirenOfShame.Lib.Watcher.WebClientXml' SirenOfShame.Lib.Watcher.WatcherBase' SirenOfShame.Lib.Watcher.ServerUnavailableEventArgs' SirenOfShame.Lib.Settings.CiEntryPointSetting,SirenOfShame.Lib.Settings.BuildDefinitionSetting
SirenOfShame.Lib,SirenOfShame.Lib.Helpers,SirenOfShame.Lib.Watcher.BuildStatus' SirenOfShame.Lib.WavEditor' SirenOfShame.Lib.UserControlBase' SirenOfShame.FormBase' SirenOfShame.Lib.ExceptionMessageBox' SirenOfShame.Lib.Settings.SirenOfShameSettings' SirenOfShame.Lib.Device.SirenOfShameInfo,SirenOfShame.Lib.MyLogManager
SirenOfShame.Lib,SirenOfShame.Resources2,,SirenOfShame.Lib.Settings.Sound
SirenOfShame.Lib,SirenOfShame.Lib.Services,SirenOfShame.Lib.Settings.PersonSetting' SirenOfShame.Lib.Watcher.RulesEngine' SirenOfShame.Lib.Settings.Sound' SirenOfShame.Lib.Settings.SirenOfShameSettings' SirenOfShame.Lib.WavEditor' SirenOfShame.Lib.ConfigureSirenDialog,SirenOfShame.Lib.MyLogManager' SirenOfShame.Lib.Settings.SirenOfShameSettings' SirenOfShame.Lib.Settings.AchievementSetting' SirenOfShame.Lib.Watcher.BuildStatus' SirenOfShame.Lib.Watcher.RulesEngine' SirenOfShame.Lib.Watcher.SosDb' SirenOfShame.Lib.Settings.Sound' SirenOfShame.Lib.Device.SirenOfShameDevice
SirenOfShame.Lib,SirenOfShame.Lib.Settings,SirenOfShame.Resources2.ResourceManager' SirenOfShame.Lib.Services.SoundService' SirenOfShame.Lib.Settings.Upgrades.Upgrade7To8' SirenOfShame.Lib.Watcher.RulesEngine' SirenOfShame.Lib.Watcher.NewAchievementEventArgs' SirenOfShame.Lib.Achievements.Apprentice' SirenOfShame.Lib.Achievements.JonSkeet' SirenOfShame.Lib.Achievements.Napoleon' SirenOfShame.Lib.Achievements.Neophyte' SirenOfShame.Lib.Achievements.Perfectionist' SirenOfShame.Lib.Achievements.Terminator' SirenOfShame.Lib.Achievements.Legend' SirenOfShame.Lib.Achievements.Master' SirenOfShame.Lib.Achievements.ArribaArribaAndaleAndale' SirenOfShame.Lib.Achievements.LikeLightning' SirenOfShame.Lib.Achievements.ChronGrandMaster' SirenOfShame.Lib.Achievements.Assassin' SirenOfShame.Lib.Achievements.GrandMaster' SirenOfShame.Lib.Achievements.TimeWarrior' SirenOfShame.Lib.Achievements.ChronMaster' SirenOfShame.Lib.Achievements.ReputationRebound' SirenOfShame.Lib.Achievements.Critical' SirenOfShame.Lib.Achievements.SpeedDaemon' SirenOfShame.Lib.Achievements.AndGotAwayWithIt' SirenOfShame.Lib.Achievements.CiNinja' SirenOfShame.Lib.Achievements.Macgyver' SirenOfShame.Lib.Achievements.AchievementBase' SirenOfShame.Lib.Achievements.ShamePusher' SirenOfShame.Lib.Achievements.InTheZone' SirenOfShame.Lib.Dto.OfflineUserAchievementDto' SirenOfShame.Lib.Services.ReputationResetService' SirenOfShame.Lib.WavEditor' SirenOfShame.Lib.ConfigureSirenDialog' SirenOfShame.Lib.Watcher.WatcherBase' SirenOfShame.Lib.Watcher.BuildDefinitionNotFoundArgs' SirenOfShame.Lib.Watcher.SosDb' SirenOfShame.Lib.Exceptions.BuildDefinitionNotFoundException' SirenOfShame.Lib.ICiEntryPoint' SirenOfShame.Lib.Dto.InstanceUserDto' SirenOfShame.Lib.StatCalculators.FixedSomeoneElsesBuild' SirenOfShame.Lib.StatCalculators.StatCalculatorBase' SirenOfShame.Lib.StatCalculators.BuildRatio' SirenOfShame.Lib.Watcher.NewNewsItemEventArgs' SirenOfShame.Lib.StatCalculators.BackToBackBuilds' SirenOfShame.Lib.StatCalculators.SuccessInARow' SirenOfShame.Lib.StatCalculators.MaxBuildsInOneDay' SirenOfShame.Lib.Settings.Upgrades.Upgrade0To1' SirenOfShame.Lib.Settings.Upgrades.Upgrade2To3' SirenOfShame.Lib.Watcher.BuildStatus' SirenOfShame.Lib.Settings.Upgrades.Upgrade6To7' SirenOfShame.Lib.ServerConfiguration.ConfigureServerBase' SirenOfShame.Lib.ExceptionMessageBox' SirenOfShame.Lib.Settings.Upgrades.Upgrade1To2' SirenOfShame.Lib.Settings.Upgrades.Upgrade5To6' SirenOfShame.Lib.Settings.Upgrades.Upgrade4To5' SirenOfShame.Lib.Settings.Upgrades.UpgradeBase' SirenOfShame.Lib.Watcher.BuildStatusDto' SirenOfShame.Lib.Watcher.RefreshStatusEventArgs' SirenOfShame.Lib.Settings.Upgrades.Upgrade3To4' SirenOfShame.Lib.Services.GravatarService,SirenOfShame.Lib.Services.SoundService' SirenOfShame.Lib.Watcher.NewsItemTypeEnum' SirenOfShame.Lib.Watcher.NewNewsItemEventArgs' SirenOfShame.Lib.Watcher.BuildStatus' SirenOfShame.Lib.Watcher.BuildStatusEnum' SirenOfShame.Lib.Watcher.SosDb' SirenOfShame.Lib.ICiEntryPoint' SirenOfShame.Lib.Exceptions.SosException' SirenOfShame.Lib.Watcher.WatcherBase' SirenOfShame.Lib.Achievements.AchievementBase' SirenOfShame.Lib.Achievements.AndGotAwayWithIt' SirenOfShame.Lib.Achievements.Apprentice' SirenOfShame.Lib.Achievements.ArribaArribaAndaleAndale' SirenOfShame.Lib.Achievements.Assassin' SirenOfShame.Lib.Achievements.ChronGrandMaster' SirenOfShame.Lib.Achievements.ChronMaster' SirenOfShame.Lib.Achievements.CiNinja' SirenOfShame.Lib.Achievements.Critical' SirenOfShame.Lib.Achievements.GrandMaster' SirenOfShame.Lib.Achievements.JonSkeet' SirenOfShame.Lib.Achievements.Legend' SirenOfShame.Lib.Achievements.LikeLightning' SirenOfShame.Lib.Achievements.Macgyver' SirenOfShame.Lib.Achievements.Master' SirenOfShame.Lib.Achievements.Napoleon' SirenOfShame.Lib.Achievements.Neophyte' SirenOfShame.Lib.Achievements.InTheZone' SirenOfShame.Lib.Achievements.Perfectionist' SirenOfShame.Lib.Achievements.ReputationRebound' SirenOfShame.Lib.Achievements.ShamePusher' SirenOfShame.Lib.Achievements.SpeedDaemon' SirenOfShame.Lib.Achievements.TimeWarrior' SirenOfShame.Lib.Achievements.Terminator' SirenOfShame.Lib.Services.GravatarService' SirenOfShame.Lib.StatCalculators.BackToBackBuilds' SirenOfShame.Lib.StatCalculators.BuildRatio' SirenOfShame.Lib.StatCalculators.FixedSomeoneElsesBuild' SirenOfShame.Lib.StatCalculators.MaxBuildsInOneDay' SirenOfShame.Lib.StatCalculators.StatCalculatorBase' SirenOfShame.Lib.StatCalculators.SuccessInARow' SirenOfShame.Lib.Watcher.PersonBase' SirenOfShame.Lib.Device.AudioPattern' SirenOfShame.Lib.Device.LedPattern' SirenOfShame.Lib.Watcher.RulesEngine' SirenOfShame.Lib.MyLogManager' SirenOfShame.Lib.Dto.InstanceUserDto' SirenOfShame.Lib.Helpers.IocContainer' SirenOfShame.Lib.Settings.Upgrades.Upgrade7To8' SirenOfShame.Lib.Settings.Upgrades.Upgrade6To7' SirenOfShame.Lib.Settings.Upgrades.Upgrade5To6' SirenOfShame.Lib.Settings.Upgrades.Upgrade1To2' SirenOfShame.Lib.Settings.Upgrades.Upgrade2To3' SirenOfShame.Lib.Settings.Upgrades.Upgrade3To4' SirenOfShame.Lib.Settings.Upgrades.Upgrade4To5' SirenOfShame.Lib.Settings.Upgrades.UpgradeBase' SirenOfShame.Lib.Settings.Upgrades.Upgrade0To1' SirenOfShame.Lib.Device.ISirenOfShameDevice
SirenOfShame.Lib,SirenOfShame.Lib.Settings.Upgrades,SirenOfShame.Lib.Settings.SirenOfShameSettings,SirenOfShame.Lib.Settings.WhatToSyncEnum' SirenOfShame.Lib.Settings.SirenOfShameSettings' SirenOfShame.Lib.Watcher.BuildStatus' SirenOfShame.Lib.Watcher.SosDb' SirenOfShame.Lib.Settings.TriggerType' SirenOfShame.Lib.Settings.PersonSetting
SirenOfShame.Lib,SirenOfShame.Lib.StatCalculators,SirenOfShame.Lib.Settings.PersonSetting,SirenOfShame.Lib.MyLogManager' SirenOfShame.Lib.Settings.PersonSetting' SirenOfShame.Lib.Watcher.BuildStatus' SirenOfShame.Lib.Watcher.BuildStatusEnum
