Project,Namespace,Ca types,Ce types
WinCustomControls,MediaPortal.WinCustomControls,,MediaPortal.WinCustomControls.Properties.Resources
WinCustomControls,MediaPortal.WinCustomControls.Properties,MediaPortal.WinCustomControls.ColorWheel,
