Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,PowerScheduler,TvEngine.PowerScheduler.Handlers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: TvEngine.PowerScheduler.Handlers' TvEngine.PowerScheduler,TvEngine.PowerScheduler.Handlers.RebootWakeupHandler' TvEngine.PowerScheduler.PowerScheduler' TvEngine.PowerScheduler.PowerSchedulerPlugin,TvEngine.PowerScheduler.Handlers.RebootWakeupHandler' TvEngine.PowerScheduler.PowerScheduler' TvEngine.PowerScheduler.PowerSchedulerPlugin
Unstable Dependency,PowerScheduler,TvEngine.PowerScheduler.Handlers,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): TvEngine.PowerScheduler,TvEngine.PowerScheduler.Handlers.RestartOptions,TvEngine.PowerScheduler.Handlers.RestartOptions
Feature Concentration,PowerScheduler,TvEngine.PowerScheduler.Handlers,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [NetworkAdapter' ActiveNetworkStandbyHandler]' [ActivePortsHandler]' [ActiveSharesStandbyHandler' ShareMonitor' ShareType' ServerConnection]' [ActiveStreamsStandbyHandler]' [PingStandbyHandler]' [ControllerActiveStandbyHandler]' [ProcessActiveStandbyHandler]' [RebootWakeupHandler]' [RemoteClientStandbyHandler]' [XmlTvImportWakeupHandler]' [EpgGrabbingStandbyWakeupHandler' GrabberSource]' [PowerControllerStandbyHandler]' [PowerControllerWakeupHandler]' [LocalClientStandbyHandler]' [LocalClientWakeupHandler]' [ScheduledRecordingsWakeupHandler]. LCC (Lack of Component Cohesion) = 0.76,TvEngine.PowerScheduler.Handlers.NetworkAdapter' TvEngine.PowerScheduler.Handlers.ActiveNetworkStandbyHandler' TvEngine.PowerScheduler.Handlers.EpgGrabbingStandbyWakeupHandler' TvEngine.PowerScheduler.Handlers.GrabberSource' TvEngine.PowerScheduler.Handlers.ActivePortsHandler' TvEngine.PowerScheduler.Handlers.ActiveStreamsStandbyHandler' TvEngine.PowerScheduler.Handlers.PingStandbyHandler' TvEngine.PowerScheduler.Handlers.ControllerActiveStandbyHandler' TvEngine.PowerScheduler.Handlers.ProcessActiveStandbyHandler' TvEngine.PowerScheduler.Handlers.RebootWakeupHandler' TvEngine.PowerScheduler.Handlers.RemoteClientStandbyHandler' TvEngine.PowerScheduler.Handlers.XmlTvImportWakeupHandler' TvEngine.PowerScheduler.Handlers.PowerControllerStandbyHandler' TvEngine.PowerScheduler.Handlers.PowerControllerWakeupHandler' TvEngine.PowerScheduler.Handlers.LocalClientStandbyHandler' TvEngine.PowerScheduler.Handlers.LocalClientWakeupHandler' TvEngine.PowerScheduler.Handlers.ScheduledRecordingsWakeupHandler,TvEngine.PowerScheduler.Handlers.NetworkAdapter' TvEngine.PowerScheduler.Handlers.ActiveNetworkStandbyHandler' TvEngine.PowerScheduler.Handlers.ActivePortsHandler' TvEngine.PowerScheduler.Handlers.ActiveSharesStandbyHandler' TvEngine.PowerScheduler.Handlers.ShareMonitor' TvEngine.PowerScheduler.Handlers.ShareType' TvEngine.PowerScheduler.Handlers.ServerConnection' TvEngine.PowerScheduler.Handlers.ActiveStreamsStandbyHandler' TvEngine.PowerScheduler.Handlers.PingStandbyHandler' TvEngine.PowerScheduler.Handlers.ControllerActiveStandbyHandler' TvEngine.PowerScheduler.Handlers.ProcessActiveStandbyHandler' TvEngine.PowerScheduler.Handlers.RebootWakeupHandler' TvEngine.PowerScheduler.Handlers.RemoteClientStandbyHandler' TvEngine.PowerScheduler.Handlers.XmlTvImportWakeupHandler' TvEngine.PowerScheduler.Handlers.EpgGrabbingStandbyWakeupHandler' TvEngine.PowerScheduler.Handlers.GrabberSource' TvEngine.PowerScheduler.Handlers.PowerControllerStandbyHandler' TvEngine.PowerScheduler.Handlers.PowerControllerWakeupHandler' TvEngine.PowerScheduler.Handlers.LocalClientStandbyHandler' TvEngine.PowerScheduler.Handlers.LocalClientWakeupHandler' TvEngine.PowerScheduler.Handlers.ScheduledRecordingsWakeupHandler
Scattered Functionality,PowerScheduler,TvEngine.PowerScheduler.Handlers,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: TvLibrary.Interfaces' TvEngine.PowerScheduler.Interfaces' TvDatabase' TvLibrary.Log,TvLibrary.Interfaces.ServiceProvider' TvEngine.PowerScheduler.Interfaces.PowerSettings' TvDatabase.TvBusinessLayer' TvEngine.PowerScheduler.Interfaces.PowerSetting' TvLibrary.Log.Log' TvEngine.PowerScheduler.Interfaces.IPowerScheduler,TvLibrary.Interfaces.ServiceProvider' TvEngine.PowerScheduler.Interfaces.PowerSettings' TvDatabase.TvBusinessLayer' TvEngine.PowerScheduler.Interfaces.PowerSetting' TvLibrary.Log.Log' TvEngine.PowerScheduler.Interfaces.IPowerScheduler
Scattered Functionality,PowerScheduler,TvEngine.PowerScheduler.Handlers,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: TvLibrary.Interfaces' TvEngine.PowerScheduler.Interfaces,TvLibrary.Interfaces.ServiceProvider' TvEngine.PowerScheduler.Interfaces.PowerSetting' TvEngine.PowerScheduler.Interfaces.PowerSettings,TvLibrary.Interfaces.ServiceProvider' TvEngine.PowerScheduler.Interfaces.PowerSetting' TvEngine.PowerScheduler.Interfaces.PowerSettings
Scattered Functionality,PowerScheduler,TvEngine.PowerScheduler.Handlers,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: TvDatabase' TvLibrary.Log,TvDatabase.TvBusinessLayer' TvLibrary.Log.Log,TvDatabase.TvBusinessLayer' TvLibrary.Log.Log
Scattered Functionality,PowerScheduler,TvEngine.PowerScheduler.Handlers,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: TvEngine.PowerScheduler.Interfaces' TvLibrary.Log,TvEngine.PowerScheduler.Interfaces.IStandbyHandler' TvLibrary.Log.Log' TvEngine.PowerScheduler.Interfaces.IWakeupHandler,TvEngine.PowerScheduler.Interfaces.IStandbyHandler' TvLibrary.Log.Log' TvEngine.PowerScheduler.Interfaces.IWakeupHandler
Scattered Functionality,PowerScheduler,TvEngine.PowerScheduler,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: TvEngine.PowerScheduler.Interfaces' TvLibrary.Log,TvEngine.PowerScheduler.Interfaces.IWakeupHandler' TvLibrary.Log.Log' TvEngine.PowerScheduler.Interfaces.PowerManager' TvEngine.PowerScheduler.Interfaces.PowerSettings' TvEngine.PowerScheduler.Interfaces.PowerSetting' TvEngine.PowerScheduler.Interfaces.RemotePowerControl,TvEngine.PowerScheduler.Interfaces.IWakeupHandler' TvLibrary.Log.Log' TvEngine.PowerScheduler.Interfaces.PowerManager' TvEngine.PowerScheduler.Interfaces.PowerSettings' TvEngine.PowerScheduler.Interfaces.PowerSetting' TvEngine.PowerScheduler.Interfaces.RemotePowerControl
Scattered Functionality,PowerScheduler,TvEngine.PowerScheduler,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: TvLibrary.Log' TvEngine.PowerScheduler.Handlers,TvLibrary.Log.Log' TvEngine.PowerScheduler.Handlers.PowerControllerWakeupHandler' TvEngine.PowerScheduler.Handlers.LocalClientStandbyHandler' TvEngine.PowerScheduler.Handlers.LocalClientWakeupHandler,TvLibrary.Log.Log' TvEngine.PowerScheduler.Handlers.PowerControllerWakeupHandler' TvEngine.PowerScheduler.Handlers.LocalClientStandbyHandler' TvEngine.PowerScheduler.Handlers.LocalClientWakeupHandler
Scattered Functionality,PowerScheduler,TvEngine.PowerScheduler,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: TvLibrary.Interfaces' TvEngine.Interfaces' TvLibrary.Log,TvLibrary.Interfaces.ServiceProvider' TvEngine.Interfaces.IPowerEventHandler' TvLibrary.Log.Log,TvLibrary.Interfaces.ServiceProvider' TvEngine.Interfaces.IPowerEventHandler' TvLibrary.Log.Log
