Implementation smell,Namespace,Class,File,Method,Description
Magic Number,PersonalTVGuide,PTGEditWishItem,D:\research\architectureSmells\repos\MediaPortal_MediaPortal-1\TvEngine3\TVLibrary\Plugins\PersonalTVGuide\ClientPlugin\PTGEditWishItem.cs,PTGEditWishItem,The following statement contains a magic number: GetID = 6002;
Magic Number,PersonalTVGuide,PersonalTVGuideMain,D:\research\architectureSmells\repos\MediaPortal_MediaPortal-1\TvEngine3\TVLibrary\Plugins\PersonalTVGuide\ClientPlugin\PTGMain.cs,PersonalTVGuideMain,The following statement contains a magic number: GetID = 6000;
Magic Number,PersonalTVGuide,PersonalTVGuideMain,D:\research\architectureSmells\repos\MediaPortal_MediaPortal-1\TvEngine3\TVLibrary\Plugins\PersonalTVGuide\ClientPlugin\PTGMain.cs,OnWishListClicked,The following statement contains a magic number: dlg.SetHeading(GUILocalizeStrings.Get(498));
Magic Number,PersonalTVGuide,PersonalTVGuideMain,D:\research\architectureSmells\repos\MediaPortal_MediaPortal-1\TvEngine3\TVLibrary\Plugins\PersonalTVGuide\ClientPlugin\PTGMain.cs,OnWishListClicked,The following statement contains a magic number: dlg.Add(GUILocalizeStrings.Get(264));
Magic Number,PersonalTVGuide,PersonalTVGuideMain,D:\research\architectureSmells\repos\MediaPortal_MediaPortal-1\TvEngine3\TVLibrary\Plugins\PersonalTVGuide\ClientPlugin\PTGMain.cs,OnWishListClicked,The following statement contains a magic number: dlg.Add(GUILocalizeStrings.Get(2076));
Magic Number,PersonalTVGuide,PersonalTVGuideMain,D:\research\architectureSmells\repos\MediaPortal_MediaPortal-1\TvEngine3\TVLibrary\Plugins\PersonalTVGuide\ClientPlugin\PTGMain.cs,OnWishListClicked,The following statement contains a magic number: dlg.Add(GUILocalizeStrings.Get(4517));
Magic Number,PersonalTVGuide,PersonalTVGuideMain,D:\research\architectureSmells\repos\MediaPortal_MediaPortal-1\TvEngine3\TVLibrary\Plugins\PersonalTVGuide\ClientPlugin\PTGMain.cs,OnEditWishItem,The following statement contains a magic number: GUIWindowManager.ActivateWindow(6002);
Magic Number,PersonalTVGuide,PersonalTVGuideMain,D:\research\architectureSmells\repos\MediaPortal_MediaPortal-1\TvEngine3\TVLibrary\Plugins\PersonalTVGuide\ClientPlugin\PTGMain.cs,OnButtonWishListClicked,The following statement contains a magic number: GUIWindowManager.ActivateWindow(6001);
Magic Number,PersonalTVGuide,PersonalTVGuideMain,D:\research\architectureSmells\repos\MediaPortal_MediaPortal-1\TvEngine3\TVLibrary\Plugins\PersonalTVGuide\ClientPlugin\PTGMain.cs,OnViewOneWeek,The following statement contains a magic number: SetStartStop(0' 7);
Magic Number,PersonalTVGuide,PersonalTVGuideMain,D:\research\architectureSmells\repos\MediaPortal_MediaPortal-1\TvEngine3\TVLibrary\Plugins\PersonalTVGuide\ClientPlugin\PTGMain.cs,OnViewAll,The following statement contains a magic number: SetStartStop(0' 30);
Missing Default,PersonalTVGuide,PersonalTVGuideMain,D:\research\architectureSmells\repos\MediaPortal_MediaPortal-1\TvEngine3\TVLibrary\Plugins\PersonalTVGuide\ClientPlugin\PTGMain.cs,SelectCheckMark,The following switch statement is missing a default case: switch (Selection)  			{  				case (int)Controls.CHECKMARK_TODAY: OnViewToday(); break;  				case (int)Controls.CHECKMARK_TOMORROW: OnViewTomorrow(); break;  				case (int)Controls.CHECKMARK_OneWeek: OnViewOneWeek(); break;  				case (int)Controls.CHECKMARK_ALL: OnViewAll(); break;  			}
Missing Default,PersonalTVGuide,PersonalTVGuideMain,D:\research\architectureSmells\repos\MediaPortal_MediaPortal-1\TvEngine3\TVLibrary\Plugins\PersonalTVGuide\ClientPlugin\PTGMain.cs,OnClicked,The following switch statement is missing a default case: switch (controlId)  			{  				case (int)Controls.LISTCONTROL_WISHLIST:  					OnWishListClicked();  					break;  				case (int)Controls.BUTTON_WISHLIST:  					OnButtonWishListClicked();  					break;  				case (int)Controls.CHECKMARK_TODAY:  				case (int)Controls.CHECKMARK_TOMORROW:  				case (int)Controls.CHECKMARK_OneWeek:  				case (int)Controls.CHECKMARK_ALL:  					SelectCheckMark(controlId);  					break;  			}
