Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ExampleBase,1,4,2,1,2,55,4,1,0,0.75,1,2
GeographicalLocations,3,2,1,0,1,75,9,0,1,0.5,1,0
AdExtensions,3,16,1,2,2,636,31,0,1,0.94,50,0
BudgetOpportunities,2,5,1,2,1,119,17,0,1,0,15,0
BulkAdExtensions,3,5,1,2,1,725,42,0,1,0.8,63,0
BulkExampleBase,24,122,0,0,0,2403,357,9,1,0.97,96,0
BulkKeywordsAds,1,2,1,1,1,548,21,0,2,0,43,0
BulkNegativeKeywords,0,1,1,0,1,192,12,0,2,0,24,0
BulkNegativeSites,0,1,1,0,1,155,11,0,2,0,18,0
BulkProductPartitionUpdateBid,1,1,1,1,1,97,13,0,2,0,23,0
BulkRemarketingLists,0,1,1,0,1,171,12,0,2,0,33,0
BulkServiceManagerDemo,0,4,1,0,1,167,11,0,2,0,18,0
BulkShoppingCampaigns,1,7,1,1,1,673,31,0,2,0,52,0
BulkTargets,0,1,1,0,1,250,10,0,2,0,37,0
ConversionGoals,1,7,1,1,1,323,19,0,1,0,28,0
ExampleBase,0,93,0,0,0,2029,324,9,0,0,96,0
KeywordsAds,2,20,1,2,1,731,43,0,1,0,53,0
NegativeKeywords,1,17,1,1,1,423,36,0,1,0,40,0
RemarketingLists,1,9,1,1,1,228,20,0,1,0,29,0
ShoppingCampaigns,1,12,1,1,1,629,27,0,1,0,44,0
Targets,1,16,1,1,1,438,29,0,1,0,55,0
CustomerSignup,1,3,1,1,1,141,8,0,1,0,16,0
ExampleBase,0,2,0,0,0,21,2,5,0,0,0,0
InviteUser,2,8,1,1,1,226,17,0,1,0.88,17,0
ManageClient,2,6,1,1,1,232,52,0,1,0.83,19,0
ReportRequests,5,12,1,1,1,702,18,0,1,0.67,38,0
SearchUserAccounts,1,7,1,1,1,140,13,0,1,0,15,0
