Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Tp.Core,MaybeEnumerableExtensions,C:\repos\TargetProcess_Tp.Core.Functional\src\Tp.Core.Functional\MaybeEnumerableExtensions.cs,SelectMany,The length of the statement  "			return source.Select(sourceItem => maybeSelector(sourceItem).Select(maybeItem => resultSelector(sourceItem' maybeItem))); " is 121.
Long Statement,Tp.Core,MaybeEnumerableExtensions,C:\repos\TargetProcess_Tp.Core.Functional\src\Tp.Core.Functional\MaybeEnumerableExtensions.cs,SelectMany,The length of the statement  "			return source.Select(sourceItem => collectionSelector(sourceItem).Select(maybeItem => resultSelector(sourceItem' maybeItem))); " is 126.
