Project,Namespace,Ca types,Ce types
Cadru.Core.UnitTests,Cadru.UnitTest.Framework.UnitTests.Collections,,
Cadru.Core.UnitTests,Cadru.UnitTests.Collections,,
Cadru.Core.UnitTests,Cadru.Core.UnitTests.Collections,,
Cadru.Core.UnitTests,Cadru.UnitTest.Framework.UnitTests.Contracts,,
Cadru.Core.UnitTests,Cadru.UnitTest.Framework.UnitTests,,
Cadru.Core.UnitTests,Cadru.Core.UnitTests.Extensions,,
Cadru.Core.UnitTests,Cadru.UnitTest.Framework.UnitTests.Extensions,,
Cadru.Core.UnitTests,Cadru.Core.UnitTests.Globalization,,Cadru.Core.UnitTests.Properties.Resources
Cadru.Core.UnitTests,Cadru.Core.UnitTests.Net.Http,,
Cadru.Core.UnitTests,Cadru.Core.UnitTests,,
Cadru.Core.UnitTests,Cadru.Core.UnitTests.Properties,Cadru.Core.UnitTests.Globalization.LocalizbleStringTests,
Cadru.Core.UnitTests,CadruUnitTests.Text,,
