Architecture smell,Project,Namespace,Cause
Unstable Dependency,cocos2d.WindowsDX,Cocos2D,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Box2D.Collision' CocosDenshion' WP7Contrib.Communications.Compression' Cocos2D.Compression.Zlib
God Component,cocos2d.WindowsDX,Cocos2D,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 461
