Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Attachments,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mason.IssueTracker.Server.Domain.Attachments' Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Attachments.Attachment' Mason.IssueTracker.Server.Domain.DemoDataGenerator
Cyclic Dependency,Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Attachments,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mason.IssueTracker.Server.Domain.Attachments' Mason.IssueTracker.Server.Domain' Mason.IssueTracker.Server.Domain.Issues,Mason.IssueTracker.Server.Domain.Attachments.Attachment' Mason.IssueTracker.Server.Domain.DemoDataGenerator' Mason.IssueTracker.Server.Domain.Issues.Issue
Cyclic Dependency,Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Attachments,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mason.IssueTracker.Server.Domain.Attachments' Mason.IssueTracker.Server.Domain' Mason.IssueTracker.Server.Domain.Projects' Mason.IssueTracker.Server.Domain.Issues,Mason.IssueTracker.Server.Domain.Attachments.Attachment' Mason.IssueTracker.Server.Domain.DemoDataGenerator' Mason.IssueTracker.Server.Domain.Projects.Project' Mason.IssueTracker.Server.Domain.Issues.Issue
Cyclic Dependency,Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Attachments,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mason.IssueTracker.Server.Domain.Attachments' Mason.IssueTracker.Server.Domain' Mason.IssueTracker.Server.Domain.Projects' Mason.IssueTracker.Server.Domain' Mason.IssueTracker.Server.Domain.Issues,Mason.IssueTracker.Server.Domain.Attachments.Attachment' Mason.IssueTracker.Server.Domain.DemoDataGenerator' Mason.IssueTracker.Server.Domain.Projects.Project' Mason.IssueTracker.Server.Domain.Issues.Issue
Cyclic Dependency,Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mason.IssueTracker.Server.Domain' Mason.IssueTracker.Server.Domain.Projects,Mason.IssueTracker.Server.Domain.DemoDataGenerator' Mason.IssueTracker.Server.Domain.Projects.Project
Cyclic Dependency,Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mason.IssueTracker.Server.Domain' Mason.IssueTracker.Server.Domain.Projects' Mason.IssueTracker.Server.Domain.Issues,Mason.IssueTracker.Server.Domain.DemoDataGenerator' Mason.IssueTracker.Server.Domain.Projects.Project' Mason.IssueTracker.Server.Domain.Issues.Issue
Cyclic Dependency,Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Issues,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Mason.IssueTracker.Server.Domain.Issues' Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Issues.Issue' Mason.IssueTracker.Server.Domain.DemoDataGenerator
Unstable Dependency,Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Attachments,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Attachments.ErrorHandling
Unstable Dependency,Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Issues,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Issues.ErrorHandling
Unstable Dependency,Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Projects,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Mason.IssueTracker.Server.Domain,Mason.IssueTracker.Server.Domain.Projects.ErrorHandling
