Implementation smell,Namespace,Class,File,Method,Description
Long Statement,SimSharp.Performance,MachineShop,F:\newReposMay17\abeham_SimSharp\SimSharp.Performance\Program.cs,Simulate,The length of the statement  "	env.Log ("Processed {0:#'###} events in {1:#.##} seconds ({2:#'###.##} events/s)."' env.ProcessedEvents' perf.TotalSeconds' (env.ProcessedEvents / perf.TotalSeconds)); " is 167.
Magic Number,SimSharp.Performance,MachineShop,F:\newReposMay17\abeham_SimSharp\SimSharp.Performance\Program.cs,OtherJobs,The following statement contains a magic number: while (true) {  	// Start a new job  	var doneIn = TimeSpan.FromMinutes (JobDuration);  	while (doneIn > TimeSpan.Zero) {  		// Retry the job until it is done.  		// It's priority is lower than that of machine repairs.  		using (var req = repairman.Request (priority: 2)) {  			yield return req;  			var start = env.Now;  			yield return env.Timeout (doneIn);  			if (env.ActiveProcess.HandleFault ())  				doneIn -= env.Now - start;  			else  				doneIn = TimeSpan.Zero;  		}  	}  }  
Magic Number,SimSharp.Performance,MachineShop,F:\newReposMay17\abeham_SimSharp\SimSharp.Performance\Program.cs,OtherJobs,The following statement contains a magic number: while (doneIn > TimeSpan.Zero) {  	// Retry the job until it is done.  	// It's priority is lower than that of machine repairs.  	using (var req = repairman.Request (priority: 2)) {  		yield return req;  		var start = env.Now;  		yield return env.Timeout (doneIn);  		if (env.ActiveProcess.HandleFault ())  			doneIn -= env.Now - start;  		else  			doneIn = TimeSpan.Zero;  	}  }  
Magic Number,SimSharp.Performance,MachineShop,F:\newReposMay17\abeham_SimSharp\SimSharp.Performance\Program.cs,OtherJobs,The following statement contains a magic number: using (var req = repairman.Request (priority: 2)) {  	yield return req;  	var start = env.Now;  	yield return env.Timeout (doneIn);  	if (env.ActiveProcess.HandleFault ())  		doneIn -= env.Now - start;  	else  		doneIn = TimeSpan.Zero;  }  
