Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
NCrunchGeneratorPlugin,0,3,0,0,3,38,3,0,0,0,1,0
NCrunchAttributeGeneratorProvider,4,15,2,0,15,86,17,0,0,0.43,0,1
ResourceUsageAttribute,1,1,1,0,1,13,1,2,0,0,0,0
ExclusivelyUsesAttribute,0,1,0,0,1,6,1,0,1,0,0,0
InclusivelyUsesAttribute,0,1,0,0,1,6,1,0,1,0,0,0
IsolatedAttribute,0,0,0,0,0,3,0,0,0,0,0,0
RequiresCapabilityAttribute,0,1,1,0,1,12,1,0,0,0,0,0
TimeoutAttribute,1,1,1,0,1,14,1,0,0,0,0,0
CategoryAttribute,0,1,1,0,1,12,1,0,0,0,0,0
SerialAttribute,0,0,0,0,0,3,0,0,0,0,0,0
