Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,NPlant,NPlant,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NPlant' NPlant.MetaModel.ClassDiagraming,NPlant.ClassDiagramPackage' NPlant.ClassDiagram' NPlant.MetaModel.ClassDiagraming.ClassDescriptor
Cyclic Dependency,NPlant,NPlant,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NPlant' NPlant.Generation.ClassDiagraming' NPlant.MetaModel.ClassDiagraming,NPlant.ClassDiagramPackage' NPlant.ClassDiagram' NPlant.Generation.ClassDiagraming.BufferedClassDiagramGenerator' NPlant.Generation.ClassDiagraming.ClassDiagramFormatter' NPlant.Generation.ClassDiagraming.ClassDiagramVisitorContext' NPlant.MetaModel.ClassDiagraming.ClassDescriptor
Cyclic Dependency,NPlant,NPlant,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NPlant' NPlant.MetaModel.ClassDiagraming' NPlant.Generation.ClassDiagraming' NPlant.MetaModel.ClassDiagraming,NPlant.ClassDiagramPackage' NPlant.ClassDiagram' NPlant.MetaModel.ClassDiagraming.ClassDescriptor' NPlant.Generation.ClassDiagraming.BufferedClassDiagramGenerator' NPlant.Generation.ClassDiagraming.ClassDiagramFormatter' NPlant.Generation.ClassDiagraming.ClassDiagramVisitorContext
Cyclic Dependency,NPlant,NPlant,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NPlant' NPlant.Generation.ClassDiagraming' NPlant.MetaModel.ClassDiagraming' NPlant.Generation.ClassDiagraming' NPlant.MetaModel.ClassDiagraming,NPlant.ClassDiagramPackage' NPlant.ClassDiagram' NPlant.Generation.ClassDiagraming.BufferedClassDiagramGenerator' NPlant.Generation.ClassDiagraming.ClassDiagramFormatter' NPlant.Generation.ClassDiagraming.ClassDiagramVisitorContext' NPlant.MetaModel.ClassDiagraming.ClassDescriptor
Cyclic Dependency,NPlant,NPlant.Generation.ClassDiagraming,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NPlant.Generation.ClassDiagraming' NPlant,NPlant.Generation.ClassDiagraming.BufferedClassDiagramGenerator' NPlant.Generation.ClassDiagraming.ClassDiagramFormatter' NPlant.Generation.ClassDiagraming.ClassDiagramVisitorContext' NPlant.ClassDiagramPackage' NPlant.ClassDiagram
Cyclic Dependency,NPlant,NPlant.MetaModel.ClassDiagraming,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: NPlant.MetaModel.ClassDiagraming' NPlant.Generation.ClassDiagraming,NPlant.MetaModel.ClassDiagraming.ClassDescriptor' NPlant.Generation.ClassDiagraming.BufferedClassDiagramGenerator' NPlant.Generation.ClassDiagraming.ClassDiagramFormatter' NPlant.Generation.ClassDiagraming.ClassDiagramVisitorContext
Unstable Dependency,NPlant,NPlant,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): NPlant.MetaModel.ClassDiagraming' NPlant.Generation.ClassDiagraming,NPlant.ClassDescriptor' NPlant.ClassDiagramOptions' NPlant.RootEnumDescriptor' NPlant.AssemblyDescriptor' NPlant.ReflectedClassDescriptor' NPlant.ClassDiagramFormatter' NPlant.ClassDiagramVisitorContext
Unstable Dependency,NPlant,NPlant.MetaModel.ClassDiagraming,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): NPlant.Generation.ClassDiagraming,NPlant.MetaModel.ClassDiagraming.ClassDiagramVisitorContext' NPlant.MetaModel.ClassDiagraming.ClassDiagramScanModes' NPlant.MetaModel.ClassDiagraming.ClassDiagramOptions
Feature Concentration,NPlant,NPlant,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ClassDiagramLegend' ClassDiagram' ClassDiagramNote' ClassDiagramPackage]' [DiagramFactory<T>' IDiagramFactory]' [IDiagramFormatter]' [IDiagramGenerator]' [SampleAttribute]. LCC (Lack of Component Cohesion) = 0.56,NPlant.DiagramFactory<T>' NPlant.IDiagramFactory' NPlant.IDiagramFormatter' NPlant.IDiagramGenerator' NPlant.SampleAttribute
Feature Concentration,NPlant,NPlant.Core,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PlantUmlJarExtractor]' [EnumJoiner]' [ReflectOn<T>]' [HideDiagramAttribute]' [KeyedList<T>]' [IKeyedItem]' [NPlantException]' [TypeMetaModel' TypeNote' NoteDirection]' [TypeMetaModelSet]. LCC (Lack of Component Cohesion) = 0.82,NPlant.Core.PlantUmlJarExtractor' NPlant.Core.EnumJoiner' NPlant.Core.ReflectOn<T>' NPlant.Core.HideDiagramAttribute' NPlant.Core.KeyedList<T>' NPlant.Core.IKeyedItem' NPlant.Core.NPlantException' NPlant.Core.TypeMetaModelSet
Feature Concentration,NPlant,NPlant.Generation.ClassDiagraming,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BufferedClassDiagramGenerator' ClassDiagramGenerator' FileClassDiagramGenerator' ClassDiagramVisitorContext' ClassDiagramFormatter' ClassDiagramGeneration]' [ClassDiagramOptions' ClassDiagramScanModes]. LCC (Lack of Component Cohesion) = 0.25,NPlant.Generation.ClassDiagraming.ClassDiagramOptions' NPlant.Generation.ClassDiagraming.ClassDiagramScanModes
