Implementation smell,Namespace,Class,File,Method,Description
Magic Number,AcspNet.Examples.Nowin,Program,D:\research\architectureSmells\repos\i4004_AcspNet\src\Examples\AcspNet.Examples.Nowin\Program.cs,Main,The following statement contains a magic number: var options = new StartOptions  			{  				ServerFactory = "Nowin"'  				Port = 8080  			};
