Namespace,Type,Method,LOC,CC,PC
GDAL,GDAL,GDAL,4,1,0
GDAL,GDAL,ScanDirectory,24,4,1
GDAL,GDAL,LoadImageInfo,100,15,1
GDAL,GDAL,GetBitmap,58,9,6
GDAL,GDAL,map,3,1,5
GDAL,GDAL,LoadImage,41,4,1
GDAL,GDAL,GDALInfoGetPosition,8,1,3
GDAL,GDAL,GDALInfoGetPositionDouble,8,1,3
GDAL,GDAL,Rasterize,60,2,4
GDAL,GDAL,ProgressFunc,13,3,3
GDAL,GeoBitmap,GeoBitmap,7,1,8
GDAL,GDALProvider,GDALProvider,3,1,0
GDAL,GDALProvider,GDALProvider,8,1,0
GDAL,GDALProvider,GetTileImage,16,2,2
GDAL,OGR,Open,29,3,1
GDAL,OGR,Process,16,4,0
GDAL,OGR,ProcessGeometry,61,11,1
GDAL,OGR,ReportLayer,44,4,1
GDAL,OGR,ReportFeature,71,13,2
GDAL,OGR,Dispose,3,1,0
GDAL,point,point,5,1,3
GDAL,point,point,5,1,1
GDAL,point,ToString,3,1,0
