Implementation smell,Namespace,Class,File,Method,Description
Long Statement,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The length of the statement  "	this.videoPanel.Anchor = ((System.Windows.Forms.AnchorStyles)((((System.Windows.Forms.AnchorStyles.Top | System.Windows.Forms.AnchorStyles.Bottom) | System.Windows.Forms.AnchorStyles.Left) | System.Windows.Forms.AnchorStyles.Right))); " is 234.
Long Statement,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,CreatePipeline,The length of the statement  "	//m_Source = Gst.Parse.Launch("playbin uri=http://ftp.nluug.nl/ftp/graphics/blender/apricot/trailer/Sintel_Trailer1.1080p.DivX_Plus_HD.mkv");  " is 141.
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.btnStart.Location = new System.Drawing.Point (12' 12);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.btnStart.Location = new System.Drawing.Point (12' 12);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.btnStart.Size = new System.Drawing.Size (70' 37);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.btnStart.Size = new System.Drawing.Size (70' 37);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.btnStop.Location = new System.Drawing.Point (99' 12);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.btnStop.Location = new System.Drawing.Point (99' 12);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.btnStop.Size = new System.Drawing.Size (64' 36);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.btnStop.Size = new System.Drawing.Size (64' 36);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.videoPanel.Location = new System.Drawing.Point (3' 110);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.videoPanel.Location = new System.Drawing.Point (3' 110);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.videoPanel.Size = new System.Drawing.Size (575' 331);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.videoPanel.Size = new System.Drawing.Size (575' 331);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.videoPanel.TabIndex = 2;  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.ClientSize = new System.Drawing.Size (579' 443);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,InitializeComponent,The following statement contains a magic number: this.ClientSize = new System.Drawing.Size (579' 443);  
Magic Number,GStreamerHud,MainForm,F:\newReposMay17\diydrones_MissionPlanner\ExtLibs\GStreamerHud\MainForm.cs,CreatePipeline,The following statement contains a magic number: m_Source ["pattern"] = 18;  
