Method,LOC,CC,PC
FalseSpecification:IsSatisfiedBy,3,1,1
IMemberComparer:IsSatisfiedBy,1,1,1
IMemberComparer:IsSatisfiedBy,1,1,1
ISpecification:IsSatisfiedBy,1,1,1
Likeness:Likeness,2,1,1
Likeness:Likeness,4,1,3
Likeness:CreateProxy,11,3,0
Likeness:Equals,9,3,1
Likeness:GetHashCode,3,1,0
Likeness:OmitAutoComparison,3,1,0
Likeness:ShouldEqual,15,4,1
Likeness:ToString,4,1,0
Likeness:With,7,2,1
Likeness:WithDefaultEquality,8,2,1
Likeness:Without,3,1,1
Likeness:Equals,9,3,1
Likeness:AddEvaluator,5,1,1
Likeness:CreateMismatchMessage,5,1,2
Likeness:Likeness,2,1,1
Likeness:Likeness,6,2,2
Likeness:Equals,3,1,1
Likeness:GetHashCode,3,1,0
Likeness:ToString,3,1,0
Likeness:Equals,7,1,1
Likeness:ToResemblance,8,2,0
LikenessException:LikenessException,2,1,0
LikenessException:LikenessException,2,1,1
LikenessException:LikenessException,2,1,2
LikenessException:LikenessException,2,1,2
LikenessMember:LikenessMember,10,3,2
LikenessMember:EqualsWhen,4,1,1
MemberComparer:MemberComparer,2,1,1
MemberComparer:MemberComparer,11,4,3
MemberComparer:IsSatisfiedBy,3,1,1
MemberComparer:IsSatisfiedBy,3,1,1
MemberComparer:Equals,3,1,2
MemberComparer:GetHashCode,3,1,1
MemberEvaluator:MemberEvaluator,10,3,2
MemberInfoExtension:ToEvaluator,19,4,1
MemberInfoExtension:ToUnderlyingType,10,4,1
MemberInfoNameComparer:Equals,3,1,2
MemberInfoNameComparer:GetHashCode,6,2,1
ProxyCreationException:ProxyCreationException,2,1,0
ProxyCreationException:ProxyCreationException,2,1,1
ProxyCreationException:ProxyCreationException,2,1,2
ProxyCreationException:ProxyCreationException,2,1,2
ProxyGenerator:CreateLikenessProxy,14,1,3
ProxyGenerator:CreateLikenessResemblance,12,1,1
ProxyGenerator:BuildAssembly,6,1,1
ProxyGenerator:BuildModule,3,1,1
ProxyGenerator:BuildType,4,1,1
ProxyGenerator:BuildFieldEqualsHasBeenCalled,4,1,1
ProxyGenerator:BuildFieldComparer,4,1,2
ProxyGenerator:BuildConstructors,29,7,3
ProxyGenerator:BuildConstructorParameterTypes,6,1,2
ProxyGenerator:BuildMethodGetHashCode,21,1,1
ProxyGenerator:BuildMethodEquals,50,1,3
ProxyGenerator:BuildMethodEquals,22,1,2
ProxyGenerator:FindCompatibleConstructor,14,4,2
ProxyGenerator:GetPublicAndProtectedConstructors,3,1,1
ProxyGenerator:GetParameterTypes,3,1,1
ProxyGenerator:GetParameters,5,1,3
ProxyGenerator:Matches,3,1,2
ProxyGenerator:MatchProperty,3,1,2
ProxyGenerator:FindCompatibleProperty,3,1,2
ProxyGenerator:GetSourceTypeValuePairs,3,1,1
ProxyGenerator:AreOrderedBy,3,1,2
ProxyGenerator:OrderByType,4,1,2
ProxyGenerator:Map,13,3,2
ProxyGenerator:FindAllFields,12,5,1
ProxyGenerator:Match,5,1,2
ProxyGenerator:TrimCompilerGeneratedText,3,1,1
ProxyType:ProxyType,8,3,2
SemanticComparer:SemanticComparer,2,1,0
SemanticComparer:SemanticComparer,4,1,2
SemanticComparer:Equals,21,7,2
SemanticComparer:GetHashCode,3,1,1
SemanticComparer:Equals,3,1,2
SemanticComparer:GetHashCode,3,1,1
SemanticComparer:GetEvaluators,7,1,0
SemanticComparer:SemanticComparer,2,1,0
SemanticComparer:SemanticComparer,2,1,1
SemanticComparer:SemanticComparer,5,2,1
SemanticComparer:Equals,10,1,2
SemanticComparer:GetHashCode,3,1,1
SemanticComparer:Equals,5,1,2
SemanticComparer:GetHashCode,3,1,1
TrueSpecification:IsSatisfiedBy,3,1,1
LikenessSource:LikenessSource,3,1,1
LikenessSource:OfLikeness,3,1,0
LikenessSourceFactory:AsSource,3,1,1
