Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Ploeh.AutoFixture.Xunit2,AutoDataAttribute,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoFixture.xUnit.net2\AutoDataAttribute.cs,CustomizeFixture,The length of the statement  "	var customizeAttributes = p.GetCustomAttributes (typeof(CustomizeAttribute)' dummy).OfType<CustomizeAttribute> ().OrderBy (x => x' new CustomizeAttributeComparer ()); " is 166.
Long Statement,Ploeh.AutoFixture.Xunit2,AutoDataAttribute,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoFixture.xUnit.net2\AutoDataAttribute.cs,CreateFixture,The length of the statement  "		throw new ArgumentException (string.Format (CultureInfo.CurrentCulture' "{0} is not compatible with IFixture. Please supply a Type which implements IFixture."' type)' "type"); " is 175.
Long Statement,Ploeh.AutoFixture.Xunit2,AutoDataAttribute,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoFixture.xUnit.net2\AutoDataAttribute.cs,CreateFixture,The length of the statement  "		throw new ArgumentException (string.Format (CultureInfo.CurrentCulture' "{0} has no default constructor. Please supply a a Type that implements IFixture and has a default constructor. Alternatively you can supply an IFixture instance through one of the AutoDataAttribute constructor overloads. If used as an attribute' this can be done from a derived class."' type)' "type"); " is 375.
Long Statement,Ploeh.AutoFixture.Xunit2,FrozenAttribute,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoFixture.xUnit.net2\FrozenAttribute.cs,FreezeByCriteria,The length of the statement  "	var filter = new Filter (ByEqual (parameter)).Or (ByExactType (type)).Or (ByBaseType (type)).Or (ByImplementedInterfaces (type)).Or (ByPropertyName (type' name)).Or (ByParameterName (type' name)).Or (ByFieldName (type' name)); " is 226.
Long Statement,Ploeh.AutoFixture.Xunit2,FrozenAttribute,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoFixture.xUnit.net2\FrozenAttribute.cs,ByExactType,The length of the statement  "	return ShouldMatchBy (Matching.ExactType) ? new OrRequestSpecification (new ExactTypeSpecification (type)' new SeedRequestSpecification (type)) : NoMatch (); " is 157.
Long Statement,Ploeh.AutoFixture.Xunit2,FrozenAttribute,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoFixture.xUnit.net2\FrozenAttribute.cs,ByBaseType,The length of the statement  "	return ShouldMatchBy (Matching.DirectBaseType) ? new AndRequestSpecification (new InverseRequestSpecification (new ExactTypeSpecification (type))' new DirectBaseTypeSpecification (type)) : NoMatch (); " is 200.
Long Statement,Ploeh.AutoFixture.Xunit2,FrozenAttribute,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoFixture.xUnit.net2\FrozenAttribute.cs,ByImplementedInterfaces,The length of the statement  "	return ShouldMatchBy (Matching.ImplementedInterfaces) ? new AndRequestSpecification (new InverseRequestSpecification (new ExactTypeSpecification (type))' new ImplementedInterfaceSpecification (type)) : NoMatch (); " is 213.
Long Statement,Ploeh.AutoFixture.Xunit2,FrozenAttribute,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoFixture.xUnit.net2\FrozenAttribute.cs,ByParameterName,The length of the statement  "	return ShouldMatchBy (Matching.ParameterName) ? new ParameterSpecification (new ParameterTypeAndNameCriterion (DerivesFrom (type)' IsNamed (name))) : NoMatch (); " is 161.
Long Statement,Ploeh.AutoFixture.Xunit2,FrozenAttribute,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoFixture.xUnit.net2\FrozenAttribute.cs,ByPropertyName,The length of the statement  "	return ShouldMatchBy (Matching.PropertyName) ? new PropertySpecification (new PropertyTypeAndNameCriterion (DerivesFrom (type)' IsNamed (name))) : NoMatch (); " is 158.
Long Statement,Ploeh.AutoFixture.Xunit2,FrozenAttribute,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoFixture.xUnit.net2\FrozenAttribute.cs,ByFieldName,The length of the statement  "	return ShouldMatchBy (Matching.FieldName) ? new FieldSpecification (new FieldTypeAndNameCriterion (DerivesFrom (type)' IsNamed (name))) : NoMatch (); " is 149.
Magic Number,Ploeh.AutoFixture.Xunit2,FrozenAttribute,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoFixture.xUnit.net2\FrozenAttribute.cs,FreezeAsType,The following statement contains a magic number: return new FreezingCustomization (type'   #pragma  this.As ?? type);  
