Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Ploeh.AutoFixture.AutoNSubstitute,AutoConfiguredNSubstituteCustomization,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\AutoConfiguredNSubstituteCustomization.cs,Customize,The length of the statement  "	fixture.Customizations.Insert (0' new Postprocessor (new SubstituteRequestHandler (new MethodInvoker (new NSubstituteMethodQuery ()))' new CompositeSpecimenCommand (new NSubstituteVirtualMethodsCommand ()' new NSubstituteSealedPropertiesCommand ()))); " is 251.
Long Statement,Ploeh.AutoFixture.AutoNSubstitute,NSubstituteVirtualMethodsCommand,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\NSubstituteVirtualMethodsCommand.cs,GetVirtualMethods,The length of the statement  "	return substituteType.GetMethods ().Where (method => method.IsOverridable () && !method.IsGenericMethod && !method.IsVoid () && !ObjectMethods.Contains (method.GetBaseDefinition ())); " is 183.
Long Statement,Ploeh.AutoFixture.AutoNSubstitute,SubstituteAttributeRelay,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\SubstituteAttributeRelay.cs,Create,The length of the statement  "	var attribute = customAttributeProvider.GetCustomAttributes (typeof(SubstituteAttribute)' true).OfType<SubstituteAttribute> ().FirstOrDefault (); " is 145.
Long Statement,Ploeh.AutoFixture.AutoNSubstitute,SubstituteAttributeRelay,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\SubstituteAttributeRelay.cs,CreateSubstituteRequest,The length of the statement  "	throw new NotSupportedException (string.Format (CultureInfo.CurrentCulture' "{0} is applied to an unsupported code element {1}"' attribute' request)); " is 150.
Long Statement,Ploeh.AutoFixture.AutoNSubstitute,SubstituteRelay,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\SubstituteRelay.cs,Create,The length of the statement  "		throw new InvalidOperationException (string.Format (CultureInfo.CurrentCulture' "Object resolved by request for substitute of {0} was not created by NSubstitute. " + "Ensure that {1} was added to Fixture.Customizations."' requestedType.FullName' typeof(SubstituteRequestHandler).FullName)' e); " is 293.
Magic Number,Ploeh.AutoFixture.AutoNSubstitute,NSubstituteBuilder,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\NSubstituteBuilder.cs,Create,The following statement contains a magic number: if (!SubstitutionSpecification.IsSatisfiedBy (request))  	#pragma  	return new NoSpecimen (request);  
Magic Number,Ploeh.AutoFixture.AutoNSubstitute,NSubstituteBuilder,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\NSubstituteBuilder.cs,Create,The following statement contains a magic number: if (substitute == null)  	#pragma  	return new NoSpecimen (request);  
Magic Number,Ploeh.AutoFixture.AutoNSubstitute,SubstituteRequestHandler,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\SubstituteRequestHandler.cs,Create,The following statement contains a magic number: if (substituteRequest == null) {  	#pragma  	return new NoSpecimen (request);  	#pragma  }  
Magic Number,Ploeh.AutoFixture.AutoNSubstitute,SubstituteRequestHandler,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\SubstituteRequestHandler.cs,Create,The following statement contains a magic number: if (substituteRequest == null) {  	#pragma  	return new NoSpecimen (request);  	#pragma  }  
Magic Number,Ploeh.AutoFixture.AutoNSubstitute,SubstituteAttributeRelay,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\SubstituteAttributeRelay.cs,Create,The following statement contains a magic number: if (customAttributeProvider == null) {  	#pragma  	return new NoSpecimen (request);  	#pragma  }  
Magic Number,Ploeh.AutoFixture.AutoNSubstitute,SubstituteAttributeRelay,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\SubstituteAttributeRelay.cs,Create,The following statement contains a magic number: if (customAttributeProvider == null) {  	#pragma  	return new NoSpecimen (request);  	#pragma  }  
Magic Number,Ploeh.AutoFixture.AutoNSubstitute,SubstituteAttributeRelay,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\SubstituteAttributeRelay.cs,Create,The following statement contains a magic number: if (attribute == null) {  	#pragma  	return new NoSpecimen (request);  	#pragma  }  
Magic Number,Ploeh.AutoFixture.AutoNSubstitute,SubstituteAttributeRelay,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\SubstituteAttributeRelay.cs,Create,The following statement contains a magic number: if (attribute == null) {  	#pragma  	return new NoSpecimen (request);  	#pragma  }  
Magic Number,Ploeh.AutoFixture.AutoNSubstitute,SubstituteRelay,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\SubstituteRelay.cs,Create,The following statement contains a magic number: if (requestedType == null || !requestedType.IsAbstract) {  	#pragma  	return new NoSpecimen (request);  	#pragma  }  
Magic Number,Ploeh.AutoFixture.AutoNSubstitute,SubstituteRelay,F:\newReposMay17\AutoFixture_AutoFixture\Src\AutoNSubstitute\SubstituteRelay.cs,Create,The following statement contains a magic number: if (requestedType == null || !requestedType.IsAbstract) {  	#pragma  	return new NoSpecimen (request);  	#pragma  }  
