Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
IDataHandler,0,1,0,0,0,7,1,2,0,0,0,1
PackageDataHandler,0,3,1,0,2,68,16,0,1,0,0,1
SerializedDataHandler,0,2,1,0,2,30,4,0,1,0,0,1
FakeMembershipProvider,0,16,11,0,16,121,16,0,0,0,0,0
FakeProfileProvider,0,10,1,0,10,47,10,0,0,0,0,0
FakeRoleProvider,0,10,1,0,10,47,10,0,0,0,0,0
FixtureClientDataStore,0,6,0,0,1,26,6,0,0,0,0,0
FixtureDataProvider,0,22,4,0,17,421,67,0,0,0,3,0
AlwaysAllowAuthorizationProvider,0,3,0,0,2,18,3,0,0,0,0,0
SitecoreUnitTestBase,3,5,1,0,4,73,7,0,0,0,0,0
