Implementation smell,Namespace,Class,File,Method,Description
Magic Number,CanonicalSourceLibrary,CruiseControlCanonicalSource,C:\repos\buzzlebutt_TinyGossip\CanonicalSourceLibrary\CruiseControlCanonicalSource.cs,Lookup,The following statement contains a magic number: using (var client = new CruiseServerHttpClient (string.Format ("http://{0}/ccnet/"' IpAddy))) {  	var buildNames = client.GetMostRecentBuildNames (ProjectName' 2);  	var currentStatus = client.GetFinalBuildStatus (ProjectName' buildNames [0]);  	var previousStatus = client.GetFinalBuildStatus (ProjectName' buildNames [1]);  	switch (currentStatus.Status) {  	case ItemBuildStatus.CompletedSuccess:  		return true;  	case ItemBuildStatus.CompletedFailed:  		return false;  	default:  		switch (previousStatus.Status) {  		case ItemBuildStatus.CompletedSuccess:  			return true;  		case ItemBuildStatus.CompletedFailed:  			return false;  		default:  			return null;  		}  	}  }  
