Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Topshelf.Quartz,ScheduleJobServiceConfiguratorExtensions,C:\repos\dtinteractive_Topshelf.Integrations\Source\Topshelf.Quartz\SchedulejobServiceConfiguratorExtensions.cs,ConfigureJob,The length of the statement  "																	log.Info(string.Format("[Topshelf.Quartz] Job Schedule: {0} - Next Fire Time (local): {1}"' trigger' trigger.GetNextFireTimeUtc().HasValue ? trigger.GetNextFireTimeUtc().Value.ToLocalTime().ToString() : "none")); " is 212.
Complex Conditional,Topshelf.Quartz,ScheduleJobServiceConfiguratorExtensions,C:\repos\dtinteractive_Topshelf.Integrations\Source\Topshelf.Quartz\SchedulejobServiceConfiguratorExtensions.cs,ConfigureJob,The conditional expression  "jobConfig.JobEnabled == null || jobConfig.JobEnabled() || (jobConfig.Job == null || jobConfig.Triggers == null)"  is complex.
