Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Sample.Topshelf.Quartz.JobAsService,Program,C:\repos\dtinteractive_Topshelf.Integrations\Samples\Sample.Topshelf.Quartz.JobAsService\Program.cs,Main,The following statement contains a magic number: HostFactory.Run(c =>              {                  // Topshelf.Ninject (Optional) - Initiates Ninject and consumes Modules                  c.UseNinject(new SampleModule());                  // Topshelf.Quartz.Ninject (Optional) - Construct IJob instance with Ninject                  c.UseQuartzNinject();                    c.ScheduleQuartzJobAsService(q =>                          q.WithJob(() =>                              JobBuilder.Create<SampleJob>().Build())                          .AddTrigger(() =>                              TriggerBuilder.Create()                                  .WithSimpleSchedule(builder => builder                                      .WithIntervalInSeconds(5)                                      .RepeatForever())                                  .Build())                                      );              });
