Implementation smell,Namespace,Class,File,Method,Description
Complex Method,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,Generate,Cyclomatic complexity of the method is 10
Complex Method,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,_generate_DomainObjects_ServiceObject,Cyclomatic complexity of the method is 9
Long Parameter List,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,_processTemplate,The method has 5 parameters.
Long Statement,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,Generate,The length of the statement  "		//Console.WriteLine( "Completed in {0} seconds."' TimeSpan.FromMilliseconds( stopwatch.ElapsedMilliseconds ).TotalSeconds ); " is 124.
Long Statement,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,_generate_ContextObjects_Api_ExecutionContext,The length of the statement  "	_processTemplate (@"DomainLayer\ContextObjects\ExecutionContext.generated.cs.t4"' _configuration.BuildOutputPath ("{?}.Api"' _settings.NameOfGeneratedFolder)' "ExecutionContext.generated"' ".cs"); " is 196.
Long Statement,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,_generate_ContextObjects_Api_ExecutionContext_starter,The length of the statement  "	_processTemplate (@"DomainLayer\ContextObjects\ExecutionContext.starter.cs.t4"' _configuration.BuildOutputPath ("{?}.Api"' _settings.NameOfStartersFolder)' "ExecutionContext"' ".cs"); " is 183.
Long Statement,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,_generate_ContextObjects_FakeOrm_DataContext,The length of the statement  "	_processTemplate (@"OrmLayer\FakeOrm\ContextObjects\FakeDataContext.generated.cs.t4"' _configuration.BuildOutputPath ("{?}.Orm.Fake"' _settings.NameOfGeneratedFolder)' "FakeDataContext.generated"' ".cs"); " is 204.
Long Statement,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,_generate_ContextObjects_FakeOrm_DataContext_starter,The length of the statement  "	_processTemplate (@"OrmLayer\FakeOrm\ContextObjects\FakeDataContext.starter.cs.t4"' _configuration.BuildOutputPath ("{?}.Orm.Fake"' _settings.NameOfStartersFolder)' "FakeDataContext"' ".cs"); " is 191.
Long Statement,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,_generate_ContextObjects_LinqToSqlOrm_DataContext,The length of the statement  "	_processTemplate (@"OrmLayer\LinqToSqlOrm\ContextObjects\OrmDataContext.generated.cs.t4"' _configuration.BuildOutputPath ("{?}.Orm.LinqToSql"' _settings.NameOfGeneratedFolder)' "OrmDataContext.generated"' ".cs"); " is 212.
Long Statement,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,_generate_ContextObjects_LinqToSqlOrm_DataContext_starter,The length of the statement  "	_processTemplate (@"OrmLayer\LinqToSqlOrm\ContextObjects\OrmDataContext.starter.cs.t4"' _configuration.BuildOutputPath ("{?}.Orm.LinqToSql"' _settings.NameOfStartersFolder)' "OrmDataContext"' ".cs"); " is 199.
Long Statement,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,_generate_DomainObjects_SystemTest_ServiceObject,The length of the statement  "	_processTemplate (@"DomainLayer\DomainObjects\SystemTests\ServiceObjects\Tests.starter.cs.t4"' _configuration.BuildOutputPath ("_systemtests.{?}.Api"' @"Services\" + _settings.NameOfStartersFolder)' service.Name + "Tests"' ".cs"' service.Name); " is 244.
Long Statement,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,_generate_DomainObjects_UnitTest_ServiceObject,The length of the statement  "	_processTemplate (@"DomainLayer\DomainObjects\UnitTests\ServiceObjects\Tests.starter.cs.t4"' _configuration.BuildOutputPath ("_unittests.{?}.Api"' @"Services\" + _settings.NameOfStartersFolder)' service.Name + "Tests"' ".cs"' service.Name); " is 240.
Long Statement,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,_generate_DomainObjects_Api_ServiceObject,The length of the statement  "	_processTemplate (@"DomainLayer\DomainObjects\Api\ServiceObjects\ServiceObject.generated.cs.t4"' _configuration.BuildOutputPath ("{?}.Api"' @"Services\" + _settings.NameOfGeneratedFolder)' service.Name + ".generated"' ".cs"' service.Name); " is 239.
Long Statement,org.ncore.ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql,Generator,C:\repos\jakefoster_sapi-gen\src\ServicedApi.CodeGenerator.Plugins.StaticSvcLinqToSql\Generator.cs,_generate_DomainObjects_Api_ServiceObject_starter,The length of the statement  "	_processTemplate (@"DomainLayer\DomainObjects\Api\ServiceObjects\ServiceObject.starter.cs.t4"' _configuration.BuildOutputPath ("{?}.Api"' @"Services\" + _settings.NameOfStartersFolder)' service.Name' ".cs"' service.Name); " is 221.
