Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ImageExtensions,0,11,0,0,8,216,27,0,0,0,1,0
GpsMetaData,0,0,4,0,0,22,0,0,0,0,0,2
Program,0,3,0,0,0,41,5,0,0,0,3,0
