Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
CommonFunctions,0,1,0,0,1,8,1,0,1,0,0,5
DALAccount,0,4,0,0,4,33,5,0,1,0,1,1
DALArea,0,4,0,0,4,36,5,0,1,0,1,2
DALBase,0,3,0,0,3,20,3,17,1,0,0,0
DALDepart,0,5,0,0,5,43,6,0,2,0,1,0
DALDuty,0,5,0,0,5,91,9,0,2,0,5,1
DALSession,1,0,0,1,0,4,0,2,0,0,1,0
DALSys_FormatSerialNo,0,3,0,0,2,79,12,0,2,0,1,3
HybridSessionBuilder,2,8,0,0,4,70,14,0,0,0,2,1
DALUser,0,10,0,0,10,83,12,0,2,0,1,4
DALShopInfo,0,5,0,0,5,51,7,0,2,0,3,1
DALProInfo,0,11,0,0,11,112,18,0,2,0,3,3
DALShopSellList,0,3,0,0,3,19,3,0,2,0,2,2
DALSysSettings,0,2,0,0,2,17,3,0,2,0,1,1
DALUnity,0,2,0,0,2,18,3,0,1,0,0,2
DALShopAskList,0,2,0,0,2,14,2,0,2,0,0,2
DALShop_StoreLimit,0,2,0,0,2,27,3,0,2,0,1,0
DALShopStore,0,2,0,0,2,29,4,0,2,0,1,1
DALShopAskData,0,4,0,0,4,30,4,0,2,0,1,1
DALShop_AccountDetail,0,2,0,0,2,13,2,0,2,0,1,0
DALPurchase,0,3,0,0,2,29,4,0,2,0,5,0
