Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Chartboost,CBAndroidSetupUI,C:\repos\c4mprod_UnityCBMAT\ProjectApplicationTestCB1\Assets\Editor\CBAndroidSetupUI.cs,CheckAndWarnAboutGmsCoreVersion,The length of the statement  "		return EditorUtility.DisplayDialog (sWarning' string.Format (sLibProjVerNotFound' MinGmsCoreVersionCode)' sOk' sCancel); " is 120.
Long Statement,Chartboost,CBAndroidSetupUI,C:\repos\c4mprod_UnityCBMAT\ProjectApplicationTestCB1\Assets\Editor\CBAndroidSetupUI.cs,CheckAndWarnAboutGmsCoreVersion,The length of the statement  "		return EditorUtility.DisplayDialog (sWarning' string.Format (sLibProjVerTooOld' vercode' MinGmsCoreVersionCode)' sOk' sCancel); " is 127.
Magic Number,Chartboost,CBAndroidSetupUI,C:\repos\c4mprod_UnityCBMAT\ProjectApplicationTestCB1\Assets\Editor\CBAndroidSetupUI.cs,OnGUI,The following statement contains a magic number: GUILayout.BeginArea (new Rect (20' 20' position.width - 40' position.height - 40));  
Magic Number,Chartboost,CBAndroidSetupUI,C:\repos\c4mprod_UnityCBMAT\ProjectApplicationTestCB1\Assets\Editor\CBAndroidSetupUI.cs,OnGUI,The following statement contains a magic number: GUILayout.BeginArea (new Rect (20' 20' position.width - 40' position.height - 40));  
Magic Number,Chartboost,CBAndroidSetupUI,C:\repos\c4mprod_UnityCBMAT\ProjectApplicationTestCB1\Assets\Editor\CBAndroidSetupUI.cs,OnGUI,The following statement contains a magic number: GUILayout.BeginArea (new Rect (20' 20' position.width - 40' position.height - 40));  
Magic Number,Chartboost,CBAndroidSetupUI,C:\repos\c4mprod_UnityCBMAT\ProjectApplicationTestCB1\Assets\Editor\CBAndroidSetupUI.cs,OnGUI,The following statement contains a magic number: GUILayout.BeginArea (new Rect (20' 20' position.width - 40' position.height - 40));  
Magic Number,Chartboost,CBAndroidSetupUI,C:\repos\c4mprod_UnityCBMAT\ProjectApplicationTestCB1\Assets\Editor\CBAndroidSetupUI.cs,OnGUI,The following statement contains a magic number: GUILayout.Space (10);  
