Project,Namespace,Ca types,Ce types
LiteDevelop.Debugger.Net,LiteDevelop.Debugger.Net.Disassembler.Gui,,LiteDevelop.Debugger.Net.Properties.Resources' LiteDevelop.Debugger.Gui.DebuggerToolWindow' LiteDevelop.Debugger.DebuggerBase' LiteDevelop.Framework.Debugging.DebuggerSession' LiteDevelop.Debugger.IFunction' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeFunctionCode' LiteDevelop.Debugger.IFrame' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeFunction' LiteDevelop.Debugger.IFunctionSymbols' LiteDevelop.Debugger.SequencePoint' LiteDevelop.Debugger.ByteRange' LiteDevelop.Debugger.Net.Interop.Wrappers.ILToNativeMap
LiteDevelop.Debugger.Net,LiteDevelop.Debugger.Net,LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeEvaluation' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeValue' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeChain' LiteDevelop.Debugger.Net.Interop.Wrappers.DebuggeeProcess' LiteDevelop.Debugger.Net.Interop.Wrappers.ManagedCallbackProxy' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeFrame' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeThread' LiteDevelop.Debugger.Net.Interop.Wrappers.ManagedCallback' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeClass' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeModule' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeTypeDescriptor,LiteDevelop.Debugger.ComInstanceCollector' LiteDevelop.Debugger.Gui.DebuggerToolWindow' LiteDevelop.Debugger.DebuggerExtension' LiteDevelop.Framework.Extensions.IControlManager' LiteDevelop.Framework.Extensions.InitializationContext' LiteDevelop.Framework.Extensions.ILiteExtensionHost' LiteDevelop.Framework.Extensions.ResolveToolWindowEventArgs' LiteDevelop.Framework.Extensions.InitializationTime' LiteDevelop.Debugger.Net.Properties.Resources' LiteDevelop.Framework.FileSystem.Projects.Net.NetProject' LiteDevelop.Framework.FileSystem.Projects.Net.FrameworkVersion' LiteDevelop.Framework.FileSystem.Projects.Project' LiteDevelop.Framework.Extensions.IBookmarkManager' LiteDevelop.Framework.Debugging.BreakpointBookmark' LiteDevelop.Framework.CollectionChangedEventArgs' LiteDevelop.Debugger.Net.Interop.Com.ICorDebug' LiteDevelop.Debugger.Net.Interop.Wrappers.ManagedCallbackProxy' LiteDevelop.Framework.FileSystem.SourceRange' LiteDevelop.Debugger.SymbolsServer' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugProcess' LiteDevelop.Debugger.Net.Interop.Com.STARTUPINFO' LiteDevelop.Debugger.Net.Interop.Com.PROCESS_INFORMATION' LiteDevelop.Debugger.Net.Interop.Com.CreateProcessFlags' LiteDevelop.Debugger.Net.Interop.Com.CorDebugCreateProcessFlags' LiteDevelop.Debugger.Net.Interop.Wrappers.DebuggeeProcess' LiteDevelop.Framework.Debugging.PauseReason' LiteDevelop.Debugger.Net.Interop.Wrappers.SourceStepper' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeFrame' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeModule' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeAppDomain' LiteDevelop.Debugger.Net.Interop.Wrappers.Breakpoint' LiteDevelop.Debugger.DebuggerBase' LiteDevelop.Debugger.Net.Interop.Wrappers.DebuggerPauseEventArgs' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeFunction' LiteDevelop.Debugger.IFunctionSymbols' LiteDevelop.Debugger.Net.Interop.Com.NativeMethods' LiteDevelop.Debugger.Net.Interop.Com.ICLRMetaHost' LiteDevelop.Debugger.Net.Interop.Com.ICLRRuntimeInfo' LiteDevelop.Debugger.Net.Interop.Com.IEnumUnknown
LiteDevelop.Debugger.Net,LiteDevelop.Debugger.Net.Interop.Com,LiteDevelop.Debugger.Net.NetDebuggerSession' LiteDevelop.Debugger.Net.Interop.Wrappers.DebuggeeProcess' LiteDevelop.Debugger.Net.Interop.Wrappers.ManagedCallback' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeAppDomain' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeAssembly' LiteDevelop.Debugger.Net.Interop.Wrappers.Breakpoint' LiteDevelop.Debugger.Net.Interop.Wrappers.FunctionBreakpoint' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeFunction' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeFunctionCode' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeChain' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeClass' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeEvaluation' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeThread' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeFrame' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeModule' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeValue' LiteDevelop.Debugger.Net.Interop.Wrappers.ManagedCallbackProxy' LiteDevelop.Debugger.Net.Interop.Wrappers.SourceStepper' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeTypeDescriptor,LiteDevelop.Debugger.Net.Interop.Wrappers.CorDebugMappingResult' LiteDevelop.Debugger.Net.Interop.Wrappers.CorDebugThreadState' LiteDevelop.Debugger.Net.Interop.Wrappers.ElementType
LiteDevelop.Debugger.Net,LiteDevelop.Debugger.Net.Interop.Com.Symbols,LiteDevelop.Debugger.Net.Interop.Wrappers.Symbols.PdbSymbolsResolver' LiteDevelop.Debugger.Net.Interop.Wrappers.Symbols.PdbSymbols' LiteDevelop.Debugger.Net.Interop.Wrappers.Symbols.MethodSymbols' LiteDevelop.Debugger.Net.Interop.Wrappers.Symbols.LocalVariable' LiteDevelop.Debugger.Net.Interop.Wrappers.Symbols.LocalVariableExtensions,
LiteDevelop.Debugger.Net,LiteDevelop.Debugger.Net.Interop.Wrappers,LiteDevelop.Debugger.Net.NetDebuggerSession' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugILFrame' LiteDevelop.Debugger.Net.Interop.Wrappers.Symbols.LocalVariable' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugThread' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugType' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugValue' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugGenericValue' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugReferenceValue' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugHeapValue' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugObjectValue' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugBoxValue' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugStringValue' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugArrayValue' LiteDevelop.Debugger.Net.Disassembler.Gui.MsilInstructionsControl' LiteDevelop.Debugger.Net.Disassembler.Gui.X86InstructionsControl' LiteDevelop.Debugger.Net.Interop.Wrappers.Symbols.MethodSymbols' LiteDevelop.Debugger.Net.Interop.Wrappers.Symbols.PdbSymbols' LiteDevelop.Debugger.Net.Disassembler.Gui.X86InstructionListViewItem,LiteDevelop.Debugger.Net.Interop.Com.ICorDebugBreakpoint' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugFunctionBreakpoint' LiteDevelop.Debugger.SequencePoint' LiteDevelop.Debugger.IFunctionSymbols' LiteDevelop.Framework.FileSystem.SourceLocation' LiteDevelop.Framework.Debugging.BreakpointBookmark' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugChain' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugFrameEnum' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugFrame' LiteDevelop.Debugger.Net.MtaStaConnector' LiteDevelop.Debugger.Net.NetDebuggerSession' LiteDevelop.Debugger.ComInstanceCollector' LiteDevelop.Debugger.IDebuggerController' LiteDevelop.Framework.Debugging.PauseReason' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugEval' LiteDevelop.Debugger.IFunction' LiteDevelop.Debugger.IValue' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugEval2' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugFunction' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugValue' LiteDevelop.Debugger.Net.IModuleDefinition' LiteDevelop.Debugger.Net.IMemberDefinition' LiteDevelop.Debugger.Net.IAssemblyResolver' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugILFrame' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugNativeFrame' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugStepper' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugProcess' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugAppDomain' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugController' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugThread' LiteDevelop.Framework.IProgressReporter' LiteDevelop.Debugger.Net.Interop.Com.CorDebugStepReason' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugAssembly' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugModule' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugClass' LiteDevelop.Debugger.Net.Interop.Com.CorDebugExceptionUnwindCallbackType' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugMDA' LiteDevelop.Debugger.DebuggerBaseSettings' LiteDevelop.Debugger.DebuggerBase' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugCode' LiteDevelop.Debugger.SymbolsServer' LiteDevelop.Debugger.ISymbolsProvider' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugType' LiteDevelop.Debugger.IThread' LiteDevelop.Debugger.Net.ITypeDefinition' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugObjectValue' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugStringValue' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugReferenceValue' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugGenericValue' LiteDevelop.Debugger.Net.Interop.Com.ICorDebugArrayValue' LiteDevelop.Debugger.Net.Interop.Com.CorDebugUnmappedStop
LiteDevelop.Debugger.Net,LiteDevelop.Debugger.Net.Interop.Wrappers.Symbols,,LiteDevelop.Debugger.Net.Interop.Com.Symbols.ISymUnmanagedVariable' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeValue' LiteDevelop.Debugger.IFrame' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeFrame' LiteDevelop.Debugger.Net.Interop.Com.Symbols.IMetaDataDispenser' LiteDevelop.Debugger.Net.Interop.Com.Symbols.ISymUnmanagedBinder2' LiteDevelop.Debugger.ComInstanceCollector' LiteDevelop.Debugger.Net.Interop.Com.Symbols.ISymUnmanagedReader' LiteDevelop.Debugger.Net.Interop.Com.Symbols.IMetaDataImport' LiteDevelop.Debugger.Net.Interop.Com.Symbols.SymSearchPolicies' LiteDevelop.Debugger.Net.Interop.Com.Symbols.DiaErrors' LiteDevelop.Debugger.SequencePoint' LiteDevelop.Debugger.Net.Interop.Wrappers.RuntimeFunction' LiteDevelop.Debugger.Net.Interop.Com.Symbols.ISymUnmanagedMethod' LiteDevelop.Debugger.ByteRange' LiteDevelop.Debugger.Net.Interop.Com.Symbols.ISymUnmanagedDocument' LiteDevelop.Framework.FileSystem.FilePath' LiteDevelop.Framework.FileSystem.SourceLocation' LiteDevelop.Debugger.IFunction
LiteDevelop.Debugger.Net,LiteDevelop.Debugger.Net.Properties,LiteDevelop.Debugger.Net.Disassembler.Gui.MsilInstructionsContent' LiteDevelop.Debugger.Net.Disassembler.Gui.X86InstructionsContent' LiteDevelop.Debugger.Net.NetDebuggerExtension,
