Implementation smell,Namespace,Class,File,Method,Description
Long Statement,APIComparer.Website,CompareModule,C:\research\architectureSmells\repos\Particular_APIComparer\APIComparer.Website\CompareModule.cs,TryExpandVersion,The length of the statement  "                throw new NotFoundException($"Can't find any versions for {nugetPackageId} matching version pattern {requestedVersion}.*"); " is 123.
Magic Number,APIComparer.Website,CompareModule,C:\research\architectureSmells\repos\Particular_APIComparer\APIComparer.Website\CompareModule.cs,TryExpandVersion,The following statement contains a magic number: parts.Length > 2 || !parts.Any()
Magic Number,APIComparer.Website,CompareModule,C:\research\architectureSmells\repos\Particular_APIComparer\APIComparer.Website\CompareModule.cs,TryExpandVersion,The following statement contains a magic number: parts.Length == 2
