Method,LOC,CC,PC
AddAzureRmIotHubKey:ExecuteCmdlet,20,2,0
GetAzureRmIotHubEventHubConsumerGroup:ExecuteCmdlet,4,1,0
GetAzureRmIotHubConnectionString:ExecuteCmdlet,15,2,0
GetAzureRmIotHubJob:ExecuteCmdlet,12,2,0
GetAzureRmIotHubKey:ExecuteCmdlet,12,2,0
GetAzureRmIotHubQuotaMetric:ExecuteCmdlet,4,1,0
GetAzureRmIotHub:ExecuteCmdlet,24,2,0
GetAzureRmIotHubRegistryStatistic:ExecuteCmdlet,4,1,0
GetAzureRmIotHubValidSku:ExecuteCmdlet,4,1,0
AddAzureRmIotHubEventHubConsumerGroup:ExecuteCmdlet,8,2,0
NewAzureRmIotHub:ExecuteCmdlet,23,3,0
NewAzureRmIotHubExportDevices:ExecuteCmdlet,12,2,0
NewAzureRmIotHubImportDevices:ExecuteCmdlet,12,2,0
RemoveAzureRmIotHub:ExecuteCmdlet,18,2,0
RemoveAzureRmIotHubEventHubConsumerGroup:ExecuteCmdlet,8,2,0
RemoveAzureRmIotHubKey:ExecuteCmdlet,19,4,0
SetAzureRmIotHub:ExecuteCmdlet,80,3,0
IotHubUtils:ConvertObject,3,1,1
IotHubUtils:ToPSIotHubs,3,1,1
IotHubUtils:ToPSIotHub,3,1,1
IotHubUtils:ToIotHubProperties,3,1,1
IotHubUtils:ToPSSharedAccessSignatureAuthorizationRules,3,1,1
IotHubUtils:ToPSSharedAccessSignatureAuthorizationRule,3,1,1
IotHubUtils:ToSharedAccessSignatureAuthorizationRules,3,1,1
IotHubUtils:ToSharedAccessSignatureAuthorizationRule,3,1,1
IotHubUtils:ToPSIotHubJobResponseList,3,1,1
IotHubUtils:ToPSIotHubJobResponse,3,1,1
IotHubUtils:ToExportDevicesRequest,3,1,1
IotHubUtils:ToImportDevicesRequest,3,1,1
IotHubUtils:ToPSIotHubRegistryStatistics,3,1,1
IotHubUtils:ToPSIotHubSkuDescriptions,3,1,1
IotHubUtils:ToEventHubEndpointProperties,3,1,1
IotHubUtils:ToMessagingEndpoints,3,1,1
IotHubUtils:ToStorageEndpoints,3,1,1
IotHubUtils:ToCloudToDeviceProperties,3,1,1
IotHubUtils:ToOperationsMonitoringProperties,3,1,1
IotHubUtils:ToIotHubSku,3,1,1
IotHubUtils:ToRoutingProperties,3,1,1
IotHubUtils:ToRouteProperties,3,1,1
IotHubUtils:ToRouteProperty,3,1,1
IotHubUtils:ToFallbackRouteProperty,3,1,1
IotHubUtils:ToPSIotHubConnectionStrings,11,3,2
IotHubUtils:ToPSIotHubConnectionString,8,1,2
IotHubUtils:ToPSIotHubQuotaMetrics,8,2,1
IotHubUtils:ToPSIotHubQuotaMetric,8,1,1
PSFallbackRouteMetadata:PSFallbackRouteMetadata,1,1,0
PSFallbackRouteMetadata:PSFallbackRouteMetadata,5,1,3
PSFallbackRouteMetadata:PSFallbackRouteMetadata,3,1,0
PSFallbackRouteMetadata:Validate,17,5,0
PSRoutingServiceBusQueueEndpointProperties:PSRoutingServiceBusQueueEndpointProperties,1,1,0
PSRoutingServiceBusQueueEndpointProperties:PSRoutingServiceBusQueueEndpointProperties,6,1,5
PSRoutingServiceBusQueueEndpointProperties:Validate,17,5,0
PSRoutingServiceBusTopicEndpointProperties:PSRoutingServiceBusTopicEndpointProperties,1,1,0
PSRoutingServiceBusTopicEndpointProperties:PSRoutingServiceBusTopicEndpointProperties,6,1,5
PSRoutingServiceBusTopicEndpointProperties:Validate,17,5,0
Resources:Resources,2,1,0
