Architecture smell,Project,Namespace,Cause,Responsible Classes
Unstable Dependency,Commands,Microsoft.WindowsAzure.Commands.WAPackIaaS,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Microsoft.WindowsAzure.Commands.Utilities.WAPackIaaS.WebClient' Microsoft.WindowsAzure.Commands.Utilities.WAPackIaaS.Operations,Microsoft.WindowsAzure.Commands.WAPackIaaS.IRequestChannel' Microsoft.WindowsAzure.Commands.WAPackIaaS.Subscription' Microsoft.WindowsAzure.Commands.WAPackIaaS.JobOperations
Feature Concentration,Commands,Microsoft.WindowsAzure.Commands.CloudService.Development,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DisableAzureServiceProjectRemoteDesktopCommand]' [EnableAzureServiceProjectRemoteDesktopCommand]' [GetAzureServiceProjectRoleRuntimeCommand]' [SaveAzureServiceProjectPackageCommand]' [SetAzureServiceProjectCommand]' [SetAzureServiceProjectRoleCommand]' [StartAzureEmulatorCommand]' [StopAzureEmulatorCommand]. LCC (Lack of Component Cohesion) = 1,Microsoft.WindowsAzure.Commands.CloudService.Development.EnableAzureServiceProjectRemoteDesktopCommand' Microsoft.WindowsAzure.Commands.CloudService.Development.GetAzureServiceProjectRoleRuntimeCommand' Microsoft.WindowsAzure.Commands.CloudService.Development.SaveAzureServiceProjectPackageCommand' Microsoft.WindowsAzure.Commands.CloudService.Development.SetAzureServiceProjectCommand' Microsoft.WindowsAzure.Commands.CloudService.Development.SetAzureServiceProjectRoleCommand' Microsoft.WindowsAzure.Commands.CloudService.Development.StartAzureEmulatorCommand' Microsoft.WindowsAzure.Commands.CloudService.Development.StopAzureEmulatorCommand
Feature Concentration,Commands,Microsoft.WindowsAzure.Commands.CloudService.Development.Scaffolding,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AddAzureNodeWebRoleCommand]' [AddAzureNodeWorkerRoleCommand]' [AddAzurePHPWebRoleCommand]' [AddAzurePHPWorkerRoleCommand]' [AddAzureWebRoleCommand]' [AddAzureWorkerRoleCommand]' [NewAzureRoleTemplateCommand]' [NewAzureServiceProjectCommand]. LCC (Lack of Component Cohesion) = 1,Microsoft.WindowsAzure.Commands.CloudService.Development.Scaffolding.AddAzureNodeWorkerRoleCommand' Microsoft.WindowsAzure.Commands.CloudService.Development.Scaffolding.AddAzurePHPWebRoleCommand' Microsoft.WindowsAzure.Commands.CloudService.Development.Scaffolding.AddAzurePHPWorkerRoleCommand' Microsoft.WindowsAzure.Commands.CloudService.Development.Scaffolding.AddAzureWebRoleCommand' Microsoft.WindowsAzure.Commands.CloudService.Development.Scaffolding.AddAzureWorkerRoleCommand' Microsoft.WindowsAzure.Commands.CloudService.Development.Scaffolding.NewAzureRoleTemplateCommand' Microsoft.WindowsAzure.Commands.CloudService.Development.Scaffolding.NewAzureServiceProjectCommand
Feature Concentration,Commands,Microsoft.WindowsAzure.Commands.MediaServices,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AzureMediaServicesHttpClientCommandBase' GetAzureMediaServiceCommand' NewAzureMediaServiceCommand' NewAzureMediaServiceKeyCommand' RemoveAzureMediaServiceCommand]' [KeyType]. LCC (Lack of Component Cohesion) = 0.33,Microsoft.WindowsAzure.Commands.MediaServices.KeyType
Feature Concentration,Commands,Microsoft.WindowsAzure.Commands.Scheduler,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GetSchedulerJobCollectionCommand]' [GetSchedulerJobCommand]' [GetSchedulerJobHistoryCommand]' [GetSchedulerLocationCommand]' [NewSchedulerHttpJobCommand]' [NewSchedulerJobCollectionCommand]' [NewSchedulerStorageQueueJobCommand]' [RemoveSchedulerJobCollectionCommand]' [RemoveSchedulerJobCommand]' [SetSchedulerHttpJobCommand]' [SetSchedulerJobCollectionCommand]' [SetSchedulerStorageQueueJobCommand]. LCC (Lack of Component Cohesion) = 1,Microsoft.WindowsAzure.Commands.Scheduler.GetSchedulerJobCommand' Microsoft.WindowsAzure.Commands.Scheduler.GetSchedulerJobHistoryCommand' Microsoft.WindowsAzure.Commands.Scheduler.GetSchedulerLocationCommand' Microsoft.WindowsAzure.Commands.Scheduler.NewSchedulerHttpJobCommand' Microsoft.WindowsAzure.Commands.Scheduler.NewSchedulerJobCollectionCommand' Microsoft.WindowsAzure.Commands.Scheduler.NewSchedulerStorageQueueJobCommand' Microsoft.WindowsAzure.Commands.Scheduler.RemoveSchedulerJobCollectionCommand' Microsoft.WindowsAzure.Commands.Scheduler.RemoveSchedulerJobCommand' Microsoft.WindowsAzure.Commands.Scheduler.SetSchedulerHttpJobCommand' Microsoft.WindowsAzure.Commands.Scheduler.SetSchedulerJobCollectionCommand' Microsoft.WindowsAzure.Commands.Scheduler.SetSchedulerStorageQueueJobCommand
Feature Concentration,Commands,Microsoft.WindowsAzure.Commands.ServiceBus,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GetAzureSBAuthorizationRuleCommand]' [RemoveAzureSBAuthorizationRuleCommand]' [SetAzureSBAuthorizationRuleCommand]' [NewAzureSBAuthorizationRuleCommand]' [GetAzureSBLocationCommand]' [GetAzureSBNamespaceCommand]' [NewAzureSBNamespaceCommand]' [RemoveAzureSBNamespaceCommand]. LCC (Lack of Component Cohesion) = 1,Microsoft.WindowsAzure.Commands.ServiceBus.RemoveAzureSBAuthorizationRuleCommand' Microsoft.WindowsAzure.Commands.ServiceBus.SetAzureSBAuthorizationRuleCommand' Microsoft.WindowsAzure.Commands.ServiceBus.NewAzureSBAuthorizationRuleCommand' Microsoft.WindowsAzure.Commands.ServiceBus.GetAzureSBLocationCommand' Microsoft.WindowsAzure.Commands.ServiceBus.GetAzureSBNamespaceCommand' Microsoft.WindowsAzure.Commands.ServiceBus.NewAzureSBNamespaceCommand' Microsoft.WindowsAzure.Commands.ServiceBus.RemoveAzureSBNamespaceCommand
Feature Concentration,Commands,Microsoft.WindowsAzure.Commands.WAPackIaaS.CloudService,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GetWAPackCloudService]' [NewWAPackCloudService]' [RemoveWAPackCloudService]' [GetWAPackVMRole]' [NewWAPackVMRole]' [RemoveWAPackVMRole]' [SetWAPackVMRole]. LCC (Lack of Component Cohesion) = 1,Microsoft.WindowsAzure.Commands.WAPackIaaS.CloudService.NewWAPackCloudService' Microsoft.WindowsAzure.Commands.WAPackIaaS.CloudService.RemoveWAPackCloudService' Microsoft.WindowsAzure.Commands.WAPackIaaS.CloudService.GetWAPackVMRole' Microsoft.WindowsAzure.Commands.WAPackIaaS.CloudService.NewWAPackVMRole' Microsoft.WindowsAzure.Commands.WAPackIaaS.CloudService.RemoveWAPackVMRole' Microsoft.WindowsAzure.Commands.WAPackIaaS.CloudService.SetWAPackVMRole
Feature Concentration,Commands,Microsoft.WindowsAzure.Commands.WAPackIaaS.Networking,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GetWAPackLogicalNetwork]' [GetWAPackStaticIPAddressPool]' [GetWAPackVMSubnet]' [NewWAPackStaticIPAddressPool]' [NewWAPackVMSubnet]' [NewWAPackVNet]' [RemoveWAPackStaticIPAddressPool]' [RemoveWAPackVMSubnet]' [RemoveWAPackVNet]' [GetWAPackVNet]. LCC (Lack of Component Cohesion) = 1,Microsoft.WindowsAzure.Commands.WAPackIaaS.Networking.GetWAPackStaticIPAddressPool' Microsoft.WindowsAzure.Commands.WAPackIaaS.Networking.GetWAPackVMSubnet' Microsoft.WindowsAzure.Commands.WAPackIaaS.Networking.NewWAPackStaticIPAddressPool' Microsoft.WindowsAzure.Commands.WAPackIaaS.Networking.NewWAPackVMSubnet' Microsoft.WindowsAzure.Commands.WAPackIaaS.Networking.NewWAPackVNet' Microsoft.WindowsAzure.Commands.WAPackIaaS.Networking.RemoveWAPackStaticIPAddressPool' Microsoft.WindowsAzure.Commands.WAPackIaaS.Networking.RemoveWAPackVMSubnet' Microsoft.WindowsAzure.Commands.WAPackIaaS.Networking.RemoveWAPackVNet' Microsoft.WindowsAzure.Commands.WAPackIaaS.Networking.GetWAPackVNet
Feature Concentration,Commands,Microsoft.WindowsAzure.Commands.WAPackIaaS.VirtualMachine,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GetWAPackClodVMRoleSizeProfile]' [GetWAPackVM]' [GetWAPackVMOSDisk]' [GetWAPackVMSizeProfile]' [GetWAPackVMTemplate]' [NewWAPackQuickVM]' [NewWAPackVM]' [RemoveWAPackVM]' [RestartWAPackVM' VMOperationsCmdlet' ResumeWAPackVM' StartWAPackVM' StopWAPackVM' SuspendWAPackVM]' [SetWAPackVM]. LCC (Lack of Component Cohesion) = 0.67,Microsoft.WindowsAzure.Commands.WAPackIaaS.VirtualMachine.GetWAPackClodVMRoleSizeProfile' Microsoft.WindowsAzure.Commands.WAPackIaaS.VirtualMachine.GetWAPackVM' Microsoft.WindowsAzure.Commands.WAPackIaaS.VirtualMachine.GetWAPackVMOSDisk' Microsoft.WindowsAzure.Commands.WAPackIaaS.VirtualMachine.GetWAPackVMSizeProfile' Microsoft.WindowsAzure.Commands.WAPackIaaS.VirtualMachine.GetWAPackVMTemplate' Microsoft.WindowsAzure.Commands.WAPackIaaS.VirtualMachine.NewWAPackQuickVM' Microsoft.WindowsAzure.Commands.WAPackIaaS.VirtualMachine.NewWAPackVM' Microsoft.WindowsAzure.Commands.WAPackIaaS.VirtualMachine.RemoveWAPackVM' Microsoft.WindowsAzure.Commands.WAPackIaaS.VirtualMachine.SetWAPackVM
Feature Concentration,Commands,Microsoft.WindowsAzure.Commands.Websites,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GetAzureWebsiteMetricCommand]' [PublishAzureWebsiteProject]' [UpdateAzureWebsiteRepositoryCommand]' [SwitchAzureWebsiteSlotCommand]' [DisableAzureWebsiteApplicationDiagnosticCommand]' [EnableAzureWebsiteDebugCommand]' [DisableAzureWebsiteDebugCommand]' [EnableAzureWebsiteApplicationDiagnosticCommand]' [GetAzureWebsiteCommand]' [GetAzureWebsiteDeploymentCommand' RestoreAzureWebsiteDeploymentCommand]' [GetAzureWebsiteLocationCommand]' [GetAzureWebsiteLogCommand]' [NewAzureWebsiteCommand]' [RemoveAzureWebsiteCommand]' [RestartAzureWebsiteCommand]' [SaveAzureWebsiteLogCommand]' [SetAzureWebsiteCommand]' [ShowAzurePortalCommand]' [ShowAzureWebsiteCommand]' [StartAzureWebsiteCommand]' [StopAzureWebsiteCommand]. LCC (Lack of Component Cohesion) = 0.95,Microsoft.WindowsAzure.Commands.Websites.GetAzureWebsiteMetricCommand' Microsoft.WindowsAzure.Commands.Websites.PublishAzureWebsiteProject' Microsoft.WindowsAzure.Commands.Websites.UpdateAzureWebsiteRepositoryCommand' Microsoft.WindowsAzure.Commands.Websites.SwitchAzureWebsiteSlotCommand' Microsoft.WindowsAzure.Commands.Websites.DisableAzureWebsiteApplicationDiagnosticCommand' Microsoft.WindowsAzure.Commands.Websites.EnableAzureWebsiteDebugCommand' Microsoft.WindowsAzure.Commands.Websites.DisableAzureWebsiteDebugCommand' Microsoft.WindowsAzure.Commands.Websites.EnableAzureWebsiteApplicationDiagnosticCommand' Microsoft.WindowsAzure.Commands.Websites.GetAzureWebsiteCommand' Microsoft.WindowsAzure.Commands.Websites.GetAzureWebsiteLocationCommand' Microsoft.WindowsAzure.Commands.Websites.GetAzureWebsiteLogCommand' Microsoft.WindowsAzure.Commands.Websites.NewAzureWebsiteCommand' Microsoft.WindowsAzure.Commands.Websites.RemoveAzureWebsiteCommand' Microsoft.WindowsAzure.Commands.Websites.RestartAzureWebsiteCommand' Microsoft.WindowsAzure.Commands.Websites.SaveAzureWebsiteLogCommand' Microsoft.WindowsAzure.Commands.Websites.SetAzureWebsiteCommand' Microsoft.WindowsAzure.Commands.Websites.ShowAzurePortalCommand' Microsoft.WindowsAzure.Commands.Websites.ShowAzureWebsiteCommand' Microsoft.WindowsAzure.Commands.Websites.StartAzureWebsiteCommand' Microsoft.WindowsAzure.Commands.Websites.StopAzureWebsiteCommand
