Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Microsoft.Azure.Commands.PolicyInsights.Test.ScenarioTests,PolicyEventTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\PolicyInsights\PolicyInsights.Test\ScenarioTests\PolicyEventTests.cs,ResourceGroupLevelPolicyAssignmentScope,The length of the statement  "            TestController.NewInstance.RunPowerShellTest(_logger' "Get-AzureRmPolicyEvent-ResourceGroupLevelPolicyAssignmentScope"); " is 120.
Long Statement,Microsoft.Azure.Commands.PolicyInsights.Test.ScenarioTests,PolicyStateSummaryTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\PolicyInsights\PolicyInsights.Test\ScenarioTests\PolicyStateSummaryTests.cs,SubscriptionLevelPolicyAssignmentScope,The length of the statement  "            TestController.NewInstance.RunPowerShellTest(_logger' "Get-AzureRmPolicyStateSummary-SubscriptionLevelPolicyAssignmentScope"); " is 126.
Long Statement,Microsoft.Azure.Commands.PolicyInsights.Test.ScenarioTests,PolicyStateSummaryTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\PolicyInsights\PolicyInsights.Test\ScenarioTests\PolicyStateSummaryTests.cs,ResourceGroupLevelPolicyAssignmentScope,The length of the statement  "            TestController.NewInstance.RunPowerShellTest(_logger' "Get-AzureRmPolicyStateSummary-ResourceGroupLevelPolicyAssignmentScope"); " is 127.
Long Statement,Microsoft.Azure.Commands.PolicyInsights.Test.ScenarioTests,PolicyStateTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\PolicyInsights\PolicyInsights.Test\ScenarioTests\PolicyStateTests.cs,LatestSubscriptionLevelPolicyAssignmentScope,The length of the statement  "            TestController.NewInstance.RunPowerShellTest(_logger' "Get-AzureRmPolicyState-LatestSubscriptionLevelPolicyAssignmentScope"); " is 125.
Long Statement,Microsoft.Azure.Commands.PolicyInsights.Test.ScenarioTests,PolicyStateTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\PolicyInsights\PolicyInsights.Test\ScenarioTests\PolicyStateTests.cs,LatestResourceGroupLevelPolicyAssignmentScope,The length of the statement  "            TestController.NewInstance.RunPowerShellTest(_logger' "Get-AzureRmPolicyState-LatestResourceGroupLevelPolicyAssignmentScope"); " is 126.
Long Statement,Microsoft.Azure.Commands.PolicyInsights.Test.ScenarioTests,PolicyStateTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\PolicyInsights\PolicyInsights.Test\ScenarioTests\PolicyStateTests.cs,AllSubscriptionLevelPolicyAssignmentScope,The length of the statement  "            TestController.NewInstance.RunPowerShellTest(_logger' "Get-AzureRmPolicyState-AllSubscriptionLevelPolicyAssignmentScope"); " is 122.
Long Statement,Microsoft.Azure.Commands.PolicyInsights.Test.ScenarioTests,PolicyStateTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\PolicyInsights\PolicyInsights.Test\ScenarioTests\PolicyStateTests.cs,AllResourceGroupLevelPolicyAssignmentScope,The length of the statement  "            TestController.NewInstance.RunPowerShellTest(_logger' "Get-AzureRmPolicyState-AllResourceGroupLevelPolicyAssignmentScope"); " is 123.
