Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Microsoft.Azure.Commands.DataLakeStore.Test.ScenarioTests,AdlsAliasTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\DataLakeStore\DataLakeStore.Test\ScenarioTests\AdlsAliasTests.cs,TestAdlsAccount,The length of the statement  "            NewInstance.RunPsTest(_logger' string.Format("Test-DataLakeStoreAccount -location '{0}'"' AdlsTestsBase.ResourceGroupLocation)); " is 128.
Long Statement,Microsoft.Azure.Commands.DataLakeStore.Test.ScenarioTests,AdlsAliasTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\DataLakeStore\DataLakeStore.Test\ScenarioTests\AdlsAliasTests.cs,TestAdlsAccountTiers,The length of the statement  "            NewInstance.RunPsTest(_logger' string.Format("Test-DataLakeStoreAccountTiers -location '{0}'"' AdlsTestsBase.ResourceGroupLocation)); " is 133.
Long Statement,Microsoft.Azure.Commands.DataLakeStore.Test.ScenarioTests,AdlsAliasTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\DataLakeStore\DataLakeStore.Test\ScenarioTests\AdlsAliasTests.cs,TestAdlsFirewallRules,The length of the statement  "            NewInstance.RunPsTest(_logger' string.Format("Test-DataLakeStoreFirewall -location '{0}'"' AdlsTestsBase.ResourceGroupLocation)); " is 129.
Long Statement,Microsoft.Azure.Commands.DataLakeStore.Test.ScenarioTests,AdlsAliasTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\DataLakeStore\DataLakeStore.Test\ScenarioTests\AdlsAliasTests.cs,TestAdlsVirtualNetworkRules,The length of the statement  "            NewInstance.RunPsTest(_logger' string.Format("Test-DataLakeStoreVirtualNetwork -location '{0}'"' AdlsTestsBase.ResourceGroupLocation)); " is 135.
Long Statement,Microsoft.Azure.Commands.DataLakeStore.Test.ScenarioTests,AdlsAliasTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\DataLakeStore\DataLakeStore.Test\ScenarioTests\AdlsAliasTests.cs,TestAdlsTrustedIdProvider,The length of the statement  "            NewInstance.RunPsTest(_logger' string.Format("Test-DataLakeStoreTrustedIdProvider -location '{0}'"' AdlsTestsBase.ResourceGroupLocation)); " is 138.
Long Statement,Microsoft.Azure.Commands.DataLakeStore.Test.ScenarioTests,AdlsAliasTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\DataLakeStore\DataLakeStore.Test\ScenarioTests\AdlsAliasTests.cs,TestAdlsFileSystem,The length of the statement  "            NewInstance.RunPsTest(_logger' string.Format("Test-DataLakeStoreFileSystem -fileToCopy '{0}' -location '{1}'"' testLocation' AdlsTestsBase.ResourceGroupLocation)); " is 163.
Long Statement,Microsoft.Azure.Commands.DataLakeStore.Test.ScenarioTests,AdlsAliasTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\DataLakeStore\DataLakeStore.Test\ScenarioTests\AdlsAliasTests.cs,TestAdlsFileSystemPermissions,The length of the statement  "            NewInstance.RunPsTest(_logger' string.Format("Test-DataLakeStoreFileSystemPermissions -location '{0}'"' AdlsTestsBase.ResourceGroupLocation)); " is 142.
Long Statement,Microsoft.Azure.Commands.DataLakeStore.Test.ScenarioTests,AdlsAliasTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\DataLakeStore\DataLakeStore.Test\ScenarioTests\AdlsAliasTests.cs,TestNegativeAdlsAccount,The length of the statement  "            NewInstance.RunPsTest(_logger' string.Format("Test-NegativeDataLakeStoreAccount -location '{0}'"' AdlsTestsBase.ResourceGroupLocation)); " is 136.
Long Statement,Microsoft.Azure.Commands.DataLakeStore.Test.ScenarioTests,AdlsAliasTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\DataLakeStore\DataLakeStore.Test\ScenarioTests\AdlsAliasTests.cs,TestAdlsEnumerateAndRestoreDeletedItem,The length of the statement  "            NewInstance.RunPsTest(_logger' string.Format("Test-AdlsEnumerateAndRestoreDeletedItem -location '{0}'"' AdlsTestsBase.ResourceGroupLocation)); " is 142.
Long Statement,Microsoft.Azure.Commands.DataLakeStore.Test.ScenarioTests,AdlsTests,D:\research\architectureSmells\repos\Azure_azure-powershell\src\DataLakeStore\DataLakeStore.Test\ScenarioTests\AdlsTests.cs,TestAdlsFirewallRules,The length of the statement  "            NewInstance.RunPsTest(_logger' string.Format("Test-DataLakeStoreFirewall -location '{0}'"' AdlsTestsBase.ResourceGroupLocation)); " is 129.
