Implementation smell,Namespace,Class,File,Method,Description
Long Method,BLEExplorer.Pages,CharacteristicDetail_TISensor,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail_TISensor.xaml.cs,Decode,The method has 138 lines of code.
Complex Method,BLEExplorer.Pages,CharacteristicDetail_TISensor,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail_TISensor.xaml.cs,Decode,Cyclomatic complexity of the method is 14
Long Statement,BLEExplorer.Pages,CharacteristicDetail_TISensor,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail_TISensor.xaml.cs,Decode,The length of the statement  "				// http://sensortag.codeplex.com/SourceControl/latest#SensorTagLibrary/SensorTagLibrary/Source/Sensors/IRTemperatureSensor.cs " is 125.
Long Statement,BLEExplorer.Pages,CharacteristicDetail_TISensor,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail_TISensor.xaml.cs,Decode,The length of the statement  "				double scaledY = (y * 1.0) / (256.0 / KXTJ9_RANGE) * -1; // Orientation of sensor on board means we need to swap Y (multiplying with -1) " is 136.
Long Statement,BLEExplorer.Pages,CharacteristicDetail_TISensor,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail_TISensor.xaml.cs,Decode,The length of the statement  "				output = String.Format ("scaled: {0}' {1}' {2} xyz"' Math.Round(scaledX'2)' Math.Round(scaledY'2)' Math.Round(scaledZ'2)); " is 122.
Long Statement,BLEExplorer.Pages,CharacteristicDetail_TISensor,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail_TISensor.xaml.cs,Decode,The length of the statement  "				double x = x1 * (MAG3110_RANGE / 65536f) * -1; //Orientation of sensor on board means we need to swap X (multiplying with -1) " is 125.
Long Statement,BLEExplorer.Pages,CharacteristicDetail_TISensor,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail_TISensor.xaml.cs,Decode,The length of the statement  "				double y = y1 * (MAG3110_RANGE / 65536f) * -1; //Orientation of sensor on board means we need to swap Y (multiplying with -1) " is 125.
Magic Number,BLEExplorer.Pages,CharacteristicDetail,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail.xaml.cs,UpdateDisplay,The following statement contains a magic number: var s = (from i in c.Value select i.ToString ("X").PadRight(2' '0')).ToArray ();
Magic Number,BLEExplorer.Pages,CharacteristicDetail_TISensor,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail_TISensor.xaml.cs,UpdateDisplay,The following statement contains a magic number: var s = (from i in c.Value  				select i.ToString ("X").PadRight(2' '0')).ToArray ();
Magic Number,BLEExplorer.Pages,CharacteristicDetail_TISensor,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail_TISensor.xaml.cs,Decode,The following statement contains a magic number: var ambientTemperature = BitConverter.ToUInt16 (sensorData' 2) / 128.0;
Magic Number,BLEExplorer.Pages,CharacteristicDetail_TISensor,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail_TISensor.xaml.cs,Decode,The following statement contains a magic number: var ambientTemperature = BitConverter.ToUInt16 (sensorData' 2) / 128.0;
Magic Number,BLEExplorer.Pages,CharacteristicDetail_TISensor,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail_TISensor.xaml.cs,Decode,The following statement contains a magic number: double Tdie = ambientTemperature + 273.15;
Magic Number,BLEExplorer.Pages,CharacteristicDetail_TISensor,D:\research\architectureSmells\repos\xamarin_Monkey.Robotics\Sample Apps\BLE Explorer\BLEExplorer\Pages\CharacteristicDetail_TISensor.xaml.cs,Decode,The following statement contains a magic number: Vobj2 *= 0.00000015625;
