Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Smidge,Smidge,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Smidge' Smidge.Models,Smidge.BundleFileSetGenerator' Smidge.FileBatcher' Smidge.FileSystemHelper' Smidge.SmidgeHelper' Smidge.Models.Bundle' Smidge.Models.BundleExtensions' Smidge.Models.BundleRequestModel' Smidge.Models.CompositeFileModel
Cyclic Dependency,Smidge,Smidge,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Smidge' Smidge.Cache' Smidge.Options,Smidge.BundleFileSetGenerator' Smidge.FileBatcher' Smidge.FileSystemHelper' Smidge.SmidgeHelper' Smidge.Cache.ConfigCacheBuster' Smidge.Options.BundleOptions' Smidge.Options.FileProcessingConventions' Smidge.Options.FileWatchOptions
Cyclic Dependency,Smidge,Smidge,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Smidge' Smidge.Models' Smidge.FileProcessors' Smidge.Options,Smidge.BundleFileSetGenerator' Smidge.FileBatcher' Smidge.FileSystemHelper' Smidge.SmidgeHelper' Smidge.Models.Bundle' Smidge.Models.BundleExtensions' Smidge.Models.BundleRequestModel' Smidge.Models.CompositeFileModel' Smidge.FileProcessors.CssImportProcessor' Smidge.FileProcessors.FileProcessContext' Smidge.FileProcessors.PreProcessManager' Smidge.Options.BundleOptions' Smidge.Options.FileProcessingConventions' Smidge.Options.FileWatchOptions
Cyclic Dependency,Smidge,Smidge,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Smidge' Smidge.CompositeFiles' Smidge.Models' Smidge.FileProcessors' Smidge.Options,Smidge.BundleFileSetGenerator' Smidge.FileBatcher' Smidge.FileSystemHelper' Smidge.SmidgeHelper' Smidge.CompositeFiles.BundleContext' Smidge.CompositeFiles.Compressor' Smidge.CompositeFiles.DefaultUrlManager' Smidge.Models.Bundle' Smidge.Models.BundleExtensions' Smidge.Models.BundleRequestModel' Smidge.Models.CompositeFileModel' Smidge.FileProcessors.CssImportProcessor' Smidge.FileProcessors.FileProcessContext' Smidge.FileProcessors.PreProcessManager' Smidge.Options.BundleOptions' Smidge.Options.FileProcessingConventions' Smidge.Options.FileWatchOptions
Cyclic Dependency,Smidge,Smidge.Cache,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Smidge.Cache' Smidge,Smidge.Cache.ConfigCacheBuster' Smidge.BundleFileSetGenerator' Smidge.FileBatcher' Smidge.FileSystemHelper' Smidge.SmidgeHelper
Cyclic Dependency,Smidge,Smidge.Cache,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Smidge.Cache' Smidge.FileProcessors' Smidge.Options' Smidge,Smidge.Cache.ConfigCacheBuster' Smidge.FileProcessors.CssImportProcessor' Smidge.FileProcessors.FileProcessContext' Smidge.FileProcessors.PreProcessManager' Smidge.Options.BundleOptions' Smidge.Options.FileProcessingConventions' Smidge.Options.FileWatchOptions' Smidge.BundleFileSetGenerator' Smidge.FileBatcher' Smidge.FileSystemHelper' Smidge.SmidgeHelper
Cyclic Dependency,Smidge,Smidge.Cache,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Smidge.Cache' Smidge' Smidge.FileProcessors' Smidge.Options' Smidge,Smidge.Cache.ConfigCacheBuster' Smidge.BundleFileSetGenerator' Smidge.FileBatcher' Smidge.FileSystemHelper' Smidge.SmidgeHelper' Smidge.FileProcessors.CssImportProcessor' Smidge.FileProcessors.FileProcessContext' Smidge.FileProcessors.PreProcessManager' Smidge.Options.BundleOptions' Smidge.Options.FileProcessingConventions' Smidge.Options.FileWatchOptions
Cyclic Dependency,Smidge,Smidge.CompositeFiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Smidge.CompositeFiles' Smidge.Models,Smidge.CompositeFiles.BundleContext' Smidge.CompositeFiles.Compressor' Smidge.CompositeFiles.DefaultUrlManager' Smidge.Models.Bundle' Smidge.Models.BundleExtensions' Smidge.Models.BundleRequestModel' Smidge.Models.CompositeFileModel
Cyclic Dependency,Smidge,Smidge.CompositeFiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Smidge.CompositeFiles' Smidge' Smidge.Models,Smidge.CompositeFiles.BundleContext' Smidge.CompositeFiles.Compressor' Smidge.CompositeFiles.DefaultUrlManager' Smidge.BundleFileSetGenerator' Smidge.FileBatcher' Smidge.FileSystemHelper' Smidge.SmidgeHelper' Smidge.Models.Bundle' Smidge.Models.BundleExtensions' Smidge.Models.BundleRequestModel' Smidge.Models.CompositeFileModel
Cyclic Dependency,Smidge,Smidge.CompositeFiles,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Smidge.CompositeFiles' Smidge.FileProcessors' Smidge.Options' Smidge.Models,Smidge.CompositeFiles.BundleContext' Smidge.CompositeFiles.Compressor' Smidge.CompositeFiles.DefaultUrlManager' Smidge.FileProcessors.CssImportProcessor' Smidge.FileProcessors.FileProcessContext' Smidge.FileProcessors.PreProcessManager' Smidge.Options.BundleOptions' Smidge.Options.FileProcessingConventions' Smidge.Options.FileWatchOptions' Smidge.Models.Bundle' Smidge.Models.BundleExtensions' Smidge.Models.BundleRequestModel' Smidge.Models.CompositeFileModel
