Method,LOC,CC,PC
CollapsedWhenFalse:ProvideValue,3,1,1
CollapsedWhenFalse:Convert,3,1,4
CollapsedWhenFalse:ConvertBack,3,1,4
EditTextBox:EditTextBox,3,1,0
EditTextBox:EditTextBox,5,1,0
EditTextBox:Init,5,1,0
EditTextBox:OnKeyDown,7,3,1
EditTextBox:OnLostKeyboardFocus,5,2,1
EditTextBox:Commit,18,3,0
ExtensionMethods:FindAncestor,3,1,1
ExtensionMethods:AncestorsAndSelf,6,2,1
ExtensionMethods:AddOnce,5,2,2
GeneralAdorner:GeneralAdorner,2,1,1
GeneralAdorner:GetVisualChild,3,1,1
GeneralAdorner:MeasureOverride,7,2,1
GeneralAdorner:ArrangeOverride,7,2,1
InsertMarker:InsertMarker,3,1,0
LinesRenderer:LinesRenderer,4,1,0
LinesRenderer:OnRender,24,6,1
SharpTreeNode:Height,3,1,1
SharpTreeNode:GetListRoot,6,3,0
SharpTreeNode:CheckRootInvariants,3,1,0
SharpTreeNode:CheckInvariants,11,3,0
SharpTreeNode:DumpTree,3,1,1
SharpTreeNode:DumpTree,11,3,0
SharpTreeNode:GetNodeByVisibleIndex,22,5,2
SharpTreeNode:GetVisibleIndexForNode,13,5,1
SharpTreeNode:Rebalance,32,6,1
SharpTreeNode:GetTotalListLength,12,3,0
SharpTreeNode:RotateLeft,20,2,0
SharpTreeNode:RotateRight,19,2,0
SharpTreeNode:RebalanceUntilRoot,20,4,1
SharpTreeNode:InsertNodeAfter,17,4,2
SharpTreeNode:RemoveNodes,33,7,2
SharpTreeNode:ConcatTrees,7,3,2
SharpTreeNode:Successor,17,5,0
SharpTreeNode:DeleteNode,42,9,1
SharpTreeNode:ReplaceWith,24,5,1
SharpTreeNode:UpdateIsVisible,40,13,2
SharpTreeNode:OnIsVisibleChanged,2,1,0
SharpTreeNode:UpdateChildIsVisible,8,3,1
SharpTreeNode:SharpTreeNode,2,1,0
SharpTreeNode:OnChildrenChanged,51,14,1
SharpTreeNode:OnExpanding,2,1,0
SharpTreeNode:OnCollapsing,2,1,0
SharpTreeNode:LoadChildren,3,1,0
SharpTreeNode:EnsureLazyChildren,6,2,0
SharpTreeNode:Descendants,3,1,0
SharpTreeNode:DescendantsAndSelf,3,1,0
SharpTreeNode:VisibleDescendants,3,1,0
SharpTreeNode:VisibleDescendantsAndSelf,3,1,0
SharpTreeNode:Ancestors,7,2,0
SharpTreeNode:AncestorsAndSelf,6,2,0
SharpTreeNode:LoadEditText,3,1,0
SharpTreeNode:SaveEditText,3,1,1
SharpTreeNode:SetIsChecked,24,10,2
SharpTreeNode:TryValueForIsChecked,7,2,1
SharpTreeNode:CanDelete,3,1,0
SharpTreeNode:Delete,3,1,0
SharpTreeNode:DeleteCore,3,1,0
SharpTreeNode:Copy,3,1,1
SharpTreeNode:CanDrag,3,1,1
SharpTreeNode:StartDrag,10,5,2
SharpTreeNode:CanDrop,3,1,2
SharpTreeNode:InternalDrop,7,2,2
SharpTreeNode:Drop,3,1,2
SharpTreeNode:RaiseIsLastChangedIfNeeded,19,10,1
SharpTreeNode:RaisePropertyChanged,5,2,1
SharpTreeNode:ActivateItem,2,1,1
SharpTreeNode:ToString,5,1,0
SharpGridView:SharpGridView,3,1,0
SharpTreeNodeCollection:SharpTreeNodeCollection,3,1,1
SharpTreeNodeCollection:OnCollectionChanged,11,2,1
SharpTreeNodeCollection:ThrowOnReentrancy,4,2,0
SharpTreeNodeCollection:ThrowIfValueIsNullOrHasParent,6,3,1
SharpTreeNodeCollection:IndexOf,6,1,1
SharpTreeNodeCollection:Insert,6,1,2
SharpTreeNodeCollection:InsertRange,13,3,2
SharpTreeNodeCollection:RemoveAt,6,1,1
SharpTreeNodeCollection:RemoveRange,8,1,2
SharpTreeNodeCollection:Add,6,1,1
SharpTreeNodeCollection:AddRange,3,1,1
SharpTreeNodeCollection:Clear,6,1,0
SharpTreeNodeCollection:Contains,3,1,1
SharpTreeNodeCollection:CopyTo,3,1,2
SharpTreeNodeCollection:Remove,9,2,1
SharpTreeNodeCollection:GetEnumerator,3,1,0
SharpTreeNodeCollection:GetEnumerator,3,1,0
SharpTreeNodeCollection:RemoveAll,27,6,1
SharpTreeNodeView:SharpTreeNodeView,3,1,0
SharpTreeNodeView:OnApplyTemplate,5,1,0
SharpTreeNodeView:OnVisualParentChanged,5,1,1
SharpTreeNodeView:OnPropertyChanged,6,2,1
SharpTreeNodeView:UpdateDataContext,11,4,2
SharpTreeNodeView:Node_PropertyChanged,17,8,2
SharpTreeNodeView:OnIsEditingChanged,13,3,0
SharpTreeNodeView:UpdateTemplate,10,2,0
SharpTreeNodeView:CalculateIndent,15,5,0
SharpTreeView:SharpTreeView,8,1,0
SharpTreeView:SharpTreeView,3,1,0
SharpTreeView:GetShowAlternation,3,1,1
SharpTreeView:SetShowAlternation,3,1,2
SharpTreeView:OnPropertyChanged,6,2,1
SharpTreeView:LockUpdates,3,1,0
SharpTreeView:Reload,13,4,0
SharpTreeView:flattener_CollectionChanged,17,6,2
SharpTreeView:UpdateFocusedNode,12,3,2
SharpTreeView:GetContainerForItemOverride,3,1,0
SharpTreeView:IsItemItsOwnContainerOverride,3,1,1
SharpTreeView:PrepareContainerForItemOverride,9,2,2
SharpTreeView:HandleExpanding,22,4,1
SharpTreeView:OnKeyDown,53,30,1
SharpTreeView:ExpandRecursively,8,3,1
SharpTreeView:FocusNode,11,3,1
SharpTreeView:ScrollIntoView,9,4,1
SharpTreeView:OnFocusItem,7,2,1
SharpTreeView:OnCreateAutomationPeer,3,1,0
SharpTreeView:OnSelectionChanged,9,3,1
SharpTreeView:OnDragEnter,3,1,1
SharpTreeView:OnDragOver,7,2,1
