Implementation smell,Namespace,Class,File,Method,Description
Magic Number,McCli.BenchmarkRunner,Program,C:\repos\Sable_McCli\McCli.BenchmarkRunner\Program.cs,Main,The following statement contains a magic number: if (args.Length != 2) {  	Console.WriteLine ("Usage: {0} path scale"' Path.GetFileNameWithoutExtension (Assembly.GetEntryAssembly ().Location));  	return;  }  
