Method,LOC,CC,PC
BackupException:BackupException,3,1,1
RestoreException:RestoreException,3,1,1
RestoreException:RestoreException,4,1,2
SqlServerBackup:SqlServerBackup,27,2,2
SqlServerBackup:IsValid,3,1,0
Program:Main,49,1,1
SqlCompletedEventArgs:SqlCompletedEventArgs,3,1,1
SqlPercentCompleteEventArgs:SqlPercentCompleteEventArgs,4,1,2
SqlServerInstance:SqlServerInstance,9,1,5
SqlServerManager:SqlServerManager,7,1,2
SqlServerManager:SqlServerManager,7,1,4
SqlServerManager:IsServerAvailable,10,2,0
SqlServerManager:FullBackUp,20,4,2
SqlServerManager:DifferentialBackUp,20,4,3
SqlServerManager:Restore,26,9,7
SqlServerManager:Restore,23,2,6
SqlServerManager:ValidateBackup,10,3,1
SqlServerManager:CreateScript,105,26,2
SqlServerManager:RunScript,4,1,1
SqlServerManager:CreateLogin,14,3,4
SqlServerManager:CreateUser,11,3,5
SqlServerManager:HasUser,3,1,2
SqlServerManager:HasLogin,3,1,1
SqlServerManager:IsDatabaseStatusNormal,3,1,1
SqlServerManager:HasDatabase,4,1,1
SqlServerManager:SetAuthenticationMode,4,1,1
SqlServerManager:backup_PercentComplete,5,2,2
SqlServerManager:backup_Complete,5,2,2
SqlServerManager:restore_PercentComplete,5,2,2
SqlServerManager:restore_Complete,16,3,2
SqlServerManager:EnumAvailableSqlServers,9,2,1
SqlServerManager:CloseConnection,3,1,0
