Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,BackUpWindowService,WindowsService,C:\repos\Ashna_Shayan-Dental\Shayan.Services\WindowsService.cs,WindowsService,The method has 8 parameters.
Complex Conditional,BackUpWindowService,WindowsService,C:\repos\Ashna_Shayan-Dental\Shayan.Services\WindowsService.cs,WindowsService,The conditional expression  "registery.AutomaticBackup && registery.LastFullBackUpTime.HasValue && (DateTime.Now - registery.LastFullBackUpTime.Value).TotalDays == registery.FullBackUpPeriod && DateTime.Parse (registery.FullBackUpTime).TimeOfDay >= DateTime.Now.TimeOfDay"  is complex.
Magic Number,BackUpWindowService,serviceInstaller,C:\repos\Ashna_Shayan-Dental\Shayan.Services\serviceInstaller.cs,serviceInstaller,The following statement contains a magic number: if (ckey != null) {  	// Ok now lets make sure the "Type" value is there'   	//and then do our bitwise operation on it.  	if (ckey.GetValue ("Type") != null) {  		ckey.SetValue ("Type"' ((int)ckey.GetValue ("Type") | 256));  	}  }  
Magic Number,BackUpWindowService,serviceInstaller,C:\repos\Ashna_Shayan-Dental\Shayan.Services\serviceInstaller.cs,serviceInstaller,The following statement contains a magic number: if (ckey.GetValue ("Type") != null) {  	ckey.SetValue ("Type"' ((int)ckey.GetValue ("Type") | 256));  }  
Magic Number,BackUpWindowService,serviceInstaller,C:\repos\Ashna_Shayan-Dental\Shayan.Services\serviceInstaller.cs,serviceInstaller,The following statement contains a magic number: ckey.SetValue ("Type"' ((int)ckey.GetValue ("Type") | 256));  
Magic Number,BackUpWindowService,WindowsService,C:\repos\Ashna_Shayan-Dental\Shayan.Services\WindowsService.cs,WindowsService,The following statement contains a magic number: smsTimer.Interval = 12 * 60 * 60 * 1000;  
Magic Number,BackUpWindowService,WindowsService,C:\repos\Ashna_Shayan-Dental\Shayan.Services\WindowsService.cs,WindowsService,The following statement contains a magic number: smsTimer.Interval = 12 * 60 * 60 * 1000;  
Magic Number,BackUpWindowService,WindowsService,C:\repos\Ashna_Shayan-Dental\Shayan.Services\WindowsService.cs,WindowsService,The following statement contains a magic number: smsTimer.Interval = 12 * 60 * 60 * 1000;  
Magic Number,BackUpWindowService,WindowsService,C:\repos\Ashna_Shayan-Dental\Shayan.Services\WindowsService.cs,WindowsService,The following statement contains a magic number: smsTimer.Interval = 12 * 60 * 60 * 1000;  
Magic Number,BackUpWindowService,WindowsService,C:\repos\Ashna_Shayan-Dental\Shayan.Services\WindowsService.cs,WindowsService,The following statement contains a magic number: diffTimer.Interval = 60 * 1000;  
Magic Number,BackUpWindowService,WindowsService,C:\repos\Ashna_Shayan-Dental\Shayan.Services\WindowsService.cs,WindowsService,The following statement contains a magic number: diffTimer.Interval = 60 * 1000;  
Magic Number,BackUpWindowService,WindowsService,C:\repos\Ashna_Shayan-Dental\Shayan.Services\WindowsService.cs,WindowsService,The following statement contains a magic number: fullTimer.Interval = 60 * 60 * 1000;  
Magic Number,BackUpWindowService,WindowsService,C:\repos\Ashna_Shayan-Dental\Shayan.Services\WindowsService.cs,WindowsService,The following statement contains a magic number: fullTimer.Interval = 60 * 60 * 1000;  
Magic Number,BackUpWindowService,WindowsService,C:\repos\Ashna_Shayan-Dental\Shayan.Services\WindowsService.cs,WindowsService,The following statement contains a magic number: fullTimer.Interval = 60 * 60 * 1000;  
