Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
ApplicationConfiguration,6,1,9,0,0,100,2,0,0,1,0,2
UrlCache,0,0,3,0,0,15,0,0,0,0,0,1
VideoCache,0,0,3,0,0,15,0,0,0,0,0,1
CacheManager,7,9,3,0,4,115,21,0,0,0.7,6,3
VideoUrlType,0,0,0,0,0,7,0,0,0,0,0,3
MediaType,0,0,0,0,0,5,0,0,0,0,0,5
ContentProviderType,0,0,0,0,0,6,0,0,0,0,0,2
AudioType,0,0,0,0,0,7,0,0,0,0,0,1
VideoType,0,0,0,0,0,8,0,0,0,0,0,2
DownloadState,0,0,0,0,0,15,0,0,0,0,0,8
ExecutionStatus,0,0,0,0,0,5,0,0,0,0,0,6
Settings,7,11,6,0,5,175,26,0,0,0.73,13,4
DownloadEntry,0,1,6,0,1,35,1,0,0,0,1,1
AudioConverter,3,8,0,0,2,231,34,0,0,0.5,5,1
DownloadHelper,1,14,0,0,7,216,44,0,0,0.86,7,2
ResponseContentRange,0,0,4,0,0,19,0,0,0,0,0,1
DownloadList,2,6,1,1,3,99,27,0,1,0.67,5,2
DownloadLists,2,8,1,0,5,114,28,0,1,0.62,8,2
DownloadStatus,0,0,2,0,0,11,0,0,0,0,0,0
Feed,6,3,8,0,2,106,3,3,0,0.94,2,7
KnownFolders,9,1,0,9,1,18,1,0,0,0,1,6
StorageFile,0,8,3,0,8,54,9,0,0,0,1,7
StorageFolder,0,4,1,0,4,31,6,0,0,0,1,5
VideoInfo,1,4,11,0,2,112,4,0,0,0,2,2
YoutubeEntry,3,15,11,1,7,351,60,0,1,0.89,19,6
YoutubeUrl,0,6,8,0,4,148,37,0,0,0,2,4
LocalizationRequiredAttribute,0,4,1,0,4,60,4,0,0,0,0,0
StringFormatMethodAttribute,0,1,1,0,1,38,1,0,0,0,0,0
InvokerParameterNameAttribute,0,0,0,0,0,18,0,0,0,0,0,0
NotifyPropertyChangedInvocatorAttribute,0,2,1,0,2,61,2,0,0,0,0,0
CanBeNullAttribute,0,0,0,0,0,23,0,0,0,0,0,0
NotNullAttribute,0,0,0,0,0,16,0,0,0,0,0,1
ContractAnnotationAttribute,0,2,2,0,2,62,2,0,0,0,1,0
CannotApplyEqualityOperatorAttribute,0,0,0,0,0,31,0,0,0,0,0,0
BaseTypeRequiredAttribute,0,1,1,0,1,37,1,0,0,0,0,0
UsedImplicitlyAttribute,0,4,2,0,4,39,4,0,0,0,2,0
MeansImplicitUseAttribute,0,4,2,0,4,39,4,0,0,0,2,0
ImplicitUseKindFlags,0,0,0,0,0,22,0,0,0,0,0,2
ImplicitUseTargetFlags,0,0,0,0,0,17,0,0,0,0,0,2
PublicAPIAttribute,0,2,0,0,2,13,2,0,0,0,0,0
InstantHandleAttribute,0,0,0,0,0,9,0,0,0,0,0,0
PureAttribute,0,0,0,0,0,23,0,0,0,0,0,0
PathReferenceAttribute,0,2,1,0,2,21,2,3,0,0,0,0
AspMvcActionAttribute,0,2,1,0,2,22,2,0,0,0,0,0
AspMvcAreaAttribute,0,2,1,0,2,22,2,0,1,0,0,0
AspMvcControllerAttribute,0,2,1,0,2,22,2,0,0,0,0,0
AspMvcMasterAttribute,0,0,0,0,0,9,0,0,0,0,0,0
AspMvcModelTypeAttribute,0,0,0,0,0,9,0,0,0,0,0,0
AspMvcPartialViewAttribute,0,0,0,0,0,10,0,0,1,0,0,0
AspMvcSupressViewErrorAttribute,0,0,0,0,0,7,0,0,0,0,0,0
AspMvcDisplayTemplateAttribute,0,0,0,0,0,9,0,0,0,0,0,0
AspMvcEditorTemplateAttribute,0,0,0,0,0,9,0,0,0,0,0,0
AspMvcViewAttribute,0,0,0,0,0,10,0,0,1,0,0,0
AspMvcActionSelectorAttribute,0,0,0,0,0,18,0,0,0,0,0,0
RazorSectionAttribute,0,0,0,0,0,9,0,0,0,0,0,0
S3EndPoint,0,1,3,0,1,19,1,0,0,0,0,2
S3Status,0,0,11,0,0,47,0,0,0,0,0,2
S3FileSystem,9,10,1,1,4,386,79,0,0,0.73,4,2
MSYoutubeEntry,0,2,11,0,2,56,2,0,0,0,1,2
MSYoutubeRequest,1,8,0,0,4,103,19,0,0,0.75,4,1
MSYoutubeSettings,0,1,4,0,1,25,1,0,0,0,0,2
MSYoutubeThumbnail,0,0,3,0,0,15,0,0,0,0,0,3
Resources,2,1,3,0,0,75,1,0,0,0,0,0
