Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
App,0,4,0,0,1,75,7,0,0,-1,0,0
MainPage,2,7,2,0,1,116,13,0,0,0.29,4,0
MainPageViewModel,10,6,6,0,4,236,12,0,0,0.33,1,1
Filter,0,0,3,0,0,15,0,0,0,-1,0,0
BasicPage,2,7,2,0,1,45,7,0,0,0.43,4,0
NavigationHelper,3,9,4,0,7,283,22,0,0,0.89,2,2
LoadStateEventArgs,0,1,2,0,1,38,1,0,0,-1,0,2
SaveStateEventArgs,0,1,1,0,1,21,1,0,0,-1,0,2
ObservableDictionary,1,12,4,0,10,124,18,0,0,0.17,0,1
RelayCommand,2,5,0,0,5,68,7,0,0,0.6,0,2
SuspensionManager,6,7,2,0,5,190,23,0,0,0,0,1
SuspensionManagerException,0,2,0,0,2,9,2,0,0,-1,0,0
