Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Mike.MQShootout,MessageReceivingMachine,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\MessageReceivingMachine.cs,ReceiveMessage,The length of the statement  "                    Console.WriteLine("Received {0} per second"' elapsedMilliseconds == 0 ? 0L : (1000 * numberOfMessages) / elapsedMilliseconds); " is 126.
Magic Number,Mike.MQShootout,MessageReceivingMachine,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\MessageReceivingMachine.cs,ReceiveMessage,The following statement contains a magic number: Console.WriteLine("Received {0} per second"' elapsedMilliseconds == 0 ? 0L : (1000 * numberOfMessages) / elapsedMilliseconds);
Magic Number,Mike.MQShootout,MessageReceivingMachine,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\MessageReceivingMachine.cs,WaitForCompletion,The following statement contains a magic number: Thread.Sleep(100);
Magic Number,Mike.MQShootout,MessageSendingMachine,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\MessageSendingMachine.cs,RunTest,The following statement contains a magic number: Console.WriteLine("{0} per second"' elapsedMilliseconds == 0 ? 0L : (1000 * numberToSend) / elapsedMilliseconds);
Magic Number,Mike.MQShootout,TheShootout,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\TheShootout.cs,NullMQ,The following statement contains a magic number: const long numberOfMessages = 10000000;
Magic Number,Mike.MQShootout,TheShootout,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\TheShootout.cs,NullMQ,The following statement contains a magic number: new ShootoutTest(nullMq' nullMq).Run(1000' numberOfMessages);
Magic Number,Mike.MQShootout,TheShootout,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\TheShootout.cs,Msmq,The following statement contains a magic number: const long numberOfMessages = 1000000;
Magic Number,Mike.MQShootout,TheShootout,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\TheShootout.cs,Msmq,The following statement contains a magic number: new ShootoutTest(msmq' msmq).Run(1000' numberOfMessages);
Magic Number,Mike.MQShootout,TheShootout,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\TheShootout.cs,ZeroMq,The following statement contains a magic number: const long numberOfMessages = 1000000;
Magic Number,Mike.MQShootout,TheShootout,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\TheShootout.cs,ZeroMq,The following statement contains a magic number: new ShootoutTest(zeroMq' zeroMq).Run(1000' numberOfMessages);
Magic Number,Mike.MQShootout,TheShootout,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\TheShootout.cs,ActiveMq,The following statement contains a magic number: const long numberOfMessages = 1000000;
Magic Number,Mike.MQShootout,TheShootout,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\TheShootout.cs,ActiveMq,The following statement contains a magic number: new ShootoutTest(activeMq' activeMq).Run(1000' numberOfMessages);
Magic Number,Mike.MQShootout,TheShootout,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\TheShootout.cs,RabbitMq,The following statement contains a magic number: const long numberOfMessages = 1000000;
Magic Number,Mike.MQShootout,TheShootout,D:\research\architectureSmells\repos\mikehadlow_Mike.MQShootout\Mike.MQShootout\TheShootout.cs,RabbitMq,The following statement contains a magic number: new ShootoutTest(rabbitMq' rabbitMq).Run(1000' numberOfMessages);
