Implementation smell,Namespace,Class,File,Method,Description
Long Statement,TfsBuildManager.Application,App,D:\research\architectureSmells\repos1\tfsbuildextensions_BuildManager\Manager\TFSBuildManager.Application\App.xaml.cs,InitializeComponent,The length of the statement  "            this.DispatcherUnhandledException += new System.Windows.Threading.DispatcherUnhandledExceptionEventHandler(this.Application_DispatcherUnhandledException); " is 154.
Long Statement,TfsBuildManager.Application,AppTfsContext,D:\research\architectureSmells\repos1\tfsbuildextensions_BuildManager\Manager\TFSBuildManager.Application\App.xaml.cs,ShowNotSupportedMessage,The length of the statement  "            MessageBox.Show("This feature is not supported when running the stand alone application."' "Visual Studio Extension Required"' MessageBoxButton.OK' MessageBoxImage.Information); " is 177.
