Implementation smell,Namespace,Class,File,Method,Description
Long Statement,TFSBuildManager.Console,Program,D:\research\architectureSmells\repos1\tfsbuildextensions_BuildManager\Manager\TFSBuildManager.Console\Program.cs,ProcessArguments,The length of the statement  "                Console.WriteLine(@"Syntax: ctfsbm.exe /ProjectCollection:<ProjectCollection> /TeamProject:<TeamProject> /ExportPath:<ExportPath>"); " is 132.
Long Statement,TFSBuildManager.Console,Program,D:\research\architectureSmells\repos1\tfsbuildextensions_BuildManager\Manager\TFSBuildManager.Console\Program.cs,ProcessArguments,The length of the statement  "                Console.WriteLine(@"Sample: ctfsbm.exe /ProjectCollection:http://yourcollection:8080/tfs /TeamProject:""Your Team Project"" /ExportPath:""c:\myexporteddefs"""); " is 160.
Long Statement,TFSBuildManager.Console,Program,D:\research\architectureSmells\repos1\tfsbuildextensions_BuildManager\Manager\TFSBuildManager.Console\Program.cs,ProcessArguments,The length of the statement  "                Arguments.Add("ProjectCollection"' args.First(item => item.Contains("/ProjectCollection:")).Replace("/ProjectCollection:"' string.Empty)); " is 138.
Long Statement,TFSBuildManager.Console,Program,D:\research\architectureSmells\repos1\tfsbuildextensions_BuildManager\Manager\TFSBuildManager.Console\Program.cs,ProcessArguments,The length of the statement  "                Arguments.Add("TeamProject"' args.First(item => item.Contains("/TeamProject:")).Replace("/TeamProject:"' string.Empty)); " is 120.
Long Statement,TFSBuildManager.Console,Program,D:\research\architectureSmells\repos1\tfsbuildextensions_BuildManager\Manager\TFSBuildManager.Console\Program.cs,GetFileVersion,The length of the statement  "            return new Version(versionInfo.FileMajorPart' versionInfo.FileMinorPart' versionInfo.FileBuildPart' versionInfo.FilePrivatePart); " is 129.
