Implementation smell,Namespace,Class,File,Method,Description
Magic Number,ProjectBase.Utils.Web,ErrorModule,C:\repos\JamesKovacs_nhcontrib\Examples\NHBestPractices\EnterpriseSample\ProjectBase.Utils\Web\ErrorModule.cs,application_Error,The following statement contains a magic number: if (exception is HttpException && ((HttpException)exception).ErrorCode == 404) {  	logger.Warn ("A 404 occurred"' exception);  }  else {  	logger.Error ("ErrorModule caught an unhandled exception"' exception);  }  
