Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
BaseHasShardIdList,1,2,1,0,1,29,2,2,1,0.5,2,0
CrossShardAssociationException,0,5,0,0,5,55,5,0,1,0,0,1
IHasShardIdList,0,0,1,0,0,12,0,1,0,0,0,0
IShard,0,12,3,0,0,94,12,1,0,0,7,20
IShardedTransaction,0,1,0,0,0,13,1,1,1,0,1,2
IShardOperation,0,1,1,0,0,19,1,2,0,0,1,7
ListShardOperation,1,2,1,0,2,18,2,0,1,0,2,1
ShardedConfiguration,6,8,0,0,3,124,17,0,0,0.67,13,1
ShardId,1,4,1,0,4,35,6,0,0,0,0,16
ShardImpl,10,17,3,0,16,230,30,0,1,0.85,14,1
UniqueResultShardOperation,1,2,1,0,2,18,2,0,1,0,2,1
ConfigurationToShardConfigurationAdapter,1,1,6,0,1,38,1,0,1,0,1,1
IShardConfiguration,0,0,6,0,0,40,0,1,0,0,0,2
ShardedEnvironment,2,0,0,2,0,20,0,0,0,0,0,2
AddCriterionEvent,1,2,0,0,2,16,2,0,1,0,2,2
AddOrderEvent,1,2,0,0,2,17,2,0,1,0,2,1
CreateAliasEvent,4,4,0,0,3,69,11,0,1,0.19,3,2
CreateSubcriteriaEvent,4,2,0,0,2,24,2,0,1,0.12,4,2
CriteriaFactoryImpl,4,6,0,0,5,92,11,0,1,0.42,2,1
CriteriaId,1,3,1,0,3,38,3,0,0,0,0,4
ExitOperationsCriteriaCollector,9,6,0,0,6,134,17,0,1,0.76,12,1
ICriteriaEvent,0,1,0,0,0,17,1,17,0,0,1,7
ICriteriaFactory,0,1,0,0,0,12,1,1,0,0,1,1
InMemoryOrderBy,2,6,0,0,3,41,6,0,0,0.67,1,0
IShardedCriteria,0,0,2,0,0,19,0,1,1,0,0,5
IShardedSubcriteria,0,0,1,0,0,15,0,1,1,0,0,0
ISubcriteriaFactory,0,1,0,0,0,14,1,1,0,0,2,5
ISubcriteriaRegistrar,0,1,0,0,0,4,1,1,0,0,3,1
SetCacheableEvent,1,2,0,0,2,21,2,0,1,0,1,2
SetCacheModeEvent,1,2,0,0,2,21,2,0,1,0,2,2
SetCacheRegionEvent,1,2,0,0,2,21,2,0,1,0,1,2
SetCommentEvent,1,2,0,0,2,21,2,0,1,0,1,2
SetFetchModeEvent,2,2,0,0,2,25,2,0,1,0,2,2
SetFetchSizeEvent,1,2,0,0,2,21,2,0,1,0,1,2
SetFirstResultEvent,1,2,0,0,2,21,2,0,1,0,1,1
SetFlushModeEvent,1,2,0,0,2,21,2,0,1,0,2,2
SetLockModeEvent,3,4,0,0,3,62,11,0,1,0.25,3,2
SetMaxResultsEvent,1,3,0,0,3,25,3,0,1,0,1,1
SetProjectionEvent,1,2,0,0,2,21,2,0,1,0,2,2
SetResultTransformerEvent,1,2,0,0,2,25,2,0,1,0,2,2
SetTimeoutEvent,1,2,0,0,2,25,2,0,1,0,1,2
ShardedCriteriaImpl,6,41,3,0,37,422,77,0,2,0.79,42,1
ShardedSubcriteriaImpl,4,40,4,0,37,437,85,0,2,0.51,34,1
SubcriteriaFactoryImpl,4,6,0,0,5,99,20,0,1,0.33,4,2
SubcriteriaRegistrar,1,2,0,0,2,18,2,0,1,0,4,1
SubsetShardedSessionFactoryImpl,0,2,0,0,2,24,2,0,1,0,3,1
IShardedSessionFactoryImplementor,0,2,0,0,0,8,2,1,2,0,1,1
IShardedSessionImplementor,0,0,1,0,0,16,0,1,0,0,0,2
IGeneratorRequiringControlSessionProvider,0,1,0,0,0,4,1,1,0,0,1,1
IShardEncodingIdentifierGenerator,0,1,0,0,0,7,1,1,1,0,0,1
