Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,ReAttach,ReAttach.Contracts,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ReAttach.Contracts' ReAttach.Data,ReAttach.Contracts.IReAttachDebugger' ReAttach.Data.ReAttachRegistryRepository,ReAttach.Contracts.IReAttachDebugger' ReAttach.Data.ReAttachRegistryRepository
Cyclic Dependency,ReAttach,ReAttach.Contracts,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ReAttach.Contracts' ReAttach' ReAttach.Data,ReAttach.Contracts.IReAttachDebugger' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage' ReAttach.Data.ReAttachRegistryRepository,ReAttach.Contracts.IReAttachDebugger' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage' ReAttach.Data.ReAttachRegistryRepository
Cyclic Dependency,ReAttach,ReAttach.Contracts,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ReAttach.Contracts' ReAttach.Data' ReAttach' ReAttach.Data,ReAttach.Contracts.IReAttachDebugger' ReAttach.Data.ReAttachRegistryRepository' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage,ReAttach.Contracts.IReAttachDebugger' ReAttach.Data.ReAttachRegistryRepository' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage
Cyclic Dependency,ReAttach,ReAttach.Contracts,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ReAttach.Contracts' ReAttach' ReAttach.Data' ReAttach' ReAttach.Data,ReAttach.Contracts.IReAttachDebugger' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage' ReAttach.Data.ReAttachRegistryRepository,ReAttach.Contracts.IReAttachDebugger' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage' ReAttach.Data.ReAttachRegistryRepository
Cyclic Dependency,ReAttach,ReAttach.Data,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ReAttach.Data' ReAttach.Contracts' ReAttach.Dialogs' ReAttach,ReAttach.Data.ReAttachRegistryRepository' ReAttach.Contracts.IReAttachDebugger' ReAttach.Dialogs.ReAttachDialog' ReAttach.Dialogs.ReAttachOptionsControl' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage,ReAttach.Data.ReAttachRegistryRepository' ReAttach.Contracts.IReAttachDebugger' ReAttach.Dialogs.ReAttachDialog' ReAttach.Dialogs.ReAttachOptionsControl' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage
Cyclic Dependency,ReAttach,ReAttach.Data,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ReAttach.Data' ReAttach.Contracts' ReAttach.Services' ReAttach.Dialogs' ReAttach,ReAttach.Data.ReAttachRegistryRepository' ReAttach.Contracts.IReAttachDebugger' ReAttach.Services.ReAttachBusService' ReAttach.Dialogs.ReAttachDialog' ReAttach.Dialogs.ReAttachOptionsControl' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage,ReAttach.Data.ReAttachRegistryRepository' ReAttach.Contracts.IReAttachDebugger' ReAttach.Services.ReAttachBusService' ReAttach.Dialogs.ReAttachDialog' ReAttach.Dialogs.ReAttachOptionsControl' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage
Cyclic Dependency,ReAttach,ReAttach.Dialogs,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ReAttach.Dialogs' ReAttach' ReAttach.Data,ReAttach.Dialogs.ReAttachDialog' ReAttach.Dialogs.ReAttachOptionsControl' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage' ReAttach.Data.ReAttachRegistryRepository,ReAttach.Dialogs.ReAttachDialog' ReAttach.Dialogs.ReAttachOptionsControl' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage' ReAttach.Data.ReAttachRegistryRepository
Cyclic Dependency,ReAttach,ReAttach,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ReAttach' ReAttach.Data,ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage' ReAttach.Data.ReAttachRegistryRepository,ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage' ReAttach.Data.ReAttachRegistryRepository
Cyclic Dependency,ReAttach,ReAttach.Services,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: ReAttach.Services' ReAttach' ReAttach.Data' ReAttach.Contracts,ReAttach.Services.ReAttachBusService' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage' ReAttach.Data.ReAttachRegistryRepository' ReAttach.Contracts.IReAttachDebugger,ReAttach.Services.ReAttachBusService' ReAttach.ReAttachDebugger' ReAttach.ReAttachPackage' ReAttach.Data.ReAttachRegistryRepository' ReAttach.Contracts.IReAttachDebugger
Unstable Dependency,ReAttach,ReAttach.Contracts,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): ReAttach.Data,ReAttach.Contracts.ReAttachTarget' ReAttach.Contracts.ReAttachOptions' ReAttach.Contracts.ReAttachTargetList,ReAttach.Contracts.ReAttachTarget' ReAttach.Contracts.ReAttachOptions' ReAttach.Contracts.ReAttachTargetList
