Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NGon,HtmlHelperExtensions,F:\newReposMay17\brooklynDev_NGon\NGon\HtmlHelperExtensions.cs,IncludeNGon,The length of the statement  "		throw new InvalidOperationException ("Cannot find NGon in ViewBag. Did you remember to add the global NGonActionFilterAttribute?"); " is 131.
